payment_id,loan_id,payment_date,due_amount,paid_amount,days_late,payment_status
PAY043232,LN00266,2026-04-08,8943.68,1988.71,0,On Time
PAY043454,LN04502,2025-03-09,6652.98,8109.26,0,On Time
PAY016881,LN03883,2025-11-10,15663.1,14151.45,30,Missed
PAY015504,LN02777,2025-08-10,6222.9,9581.05,30,Missed
PAY008605,LN02881,2026-01-31,18294.42,16089.44,0,On Time
PAY014486,LN03256,2026-03-23,16629.89,10255.47,0,On Time
PAY008782,LN00269,2025-07-14,15682.97,8208.47,0,On Time
PAY011122,LN01160,2025-02-27,6710.33,6293.47,0,On Time
PAY001589,LN02396,2026-07-07,7690.15,4935.72,30,Missed
PAY019471,LN01819,2025-10-08,16042.34,16782.25,3,Late
PAY002703,LN01032,2025-05-28,16703.53,18647.7,10,Late
PAY008885,LN03243,2026-02-09,3760.08,6800.04,3,Late
PAY033358,LN05009,2026-05-31,19448.94,19894.2,10,Late
PAY029517,LN00860,2025-03-15,9712.7,15361.47,3,Late
PAY043334,LN01920,2024-12-18,10933.5,1919.45,0,On Time
PAY023744,LN03754,2025-04-29,2861.01,4181.89,0,On Time
PAY026162,LN01717,2026-09-03,18448.63,2520.16,10,Late
PAY019873,LN99999,2024-09-23,6207.14,2836.63,0,On Time
PAY043145,LN02375,2025-11-21,17391.62,13528.37,0,On Time
PAY038184,LN00866,2026-07-07,19687.56,3866.9,0,On Time
PAY035851,LN02334,2025-03-28,7944.25,6062.02,0,On Time
PAY042365,LN01403,2026-04-15,10050.82,1839.32,0,On Time
PAY023355,LN05682,2026-06-17,17276.43,2254.73,0,On Time
PAY002641,LN04705,2026-06-19,14534.14,7758.99,0,On Time
PAY017158,LN01701,2024-11-10,12393.03,13684.62,30,Missed
PAY032567,LN02632,2025-10-02,10458.59,9374.8,0,On Time
PAY037075,LN01976,2024-11-23,1062.86,7285.04,3,Late
PAY019423,LN01661,2026-08-06,18858.07,15143.21,3,Late
PAY007989,LN04910,2024-10-24,9539.99,18368.71,30,Missed
PAY009258,LN03495,2025-01-11,8957.98,9974.88,30,Missed
PAY019880,LN01081,2025-01-03,11241.35,12601.78,0,On Time
PAY007641,LN04617,2025-07-16,16773.16,3346.9,0,On Time
PAY001674,LN04904,2026-01-17,12541.24,15250.8,3,Late
PAY006047,LN04267,2026-01-05,1063.86,6015.16,30,Missed
PAY000199,LN01316,2026-04-27,11780.68,12902.46,10,Late
PAY003235,LN00111,2025-12-01,14128.1,18331.69,0,On Time
PAY033036,LN02914,2026-01-08,18141.9,12426.8,10,Late
PAY034839,LN01642,2025-08-14,4864.4,6865.39,30,Missed
PAY041398,LN05023,2025-07-26,18114.83,3334.31,0,On Time
PAY038989,LN04578,2025-03-07,15584.75,19047.61,0,On Time
PAY013336,LN05276,2024-10-13,5064.65,1360.35,10,Late
PAY028123,LN00740,2025-04-17,19477.61,17453.19,30,Missed
PAY029096,LN05898,2025-12-11,17554.2,19770.26,30,Missed
PAY029129,LN00430,2026-05-03,11094.08,18352.62,3,Late
PAY045712,LN04697,2024-10-02,10084.38,18934.82,10,Late
PAY043651,LN05310,2024-10-10,5893.9,16653.93,0,On Time
PAY045424,LN00326,2026-04-21,11667.42,18180.35,3,Late
PAY012938,LN01245,2026-05-08,6023.55,14248.48,30,Missed
PAY018390,LN01892,2024-09-12,7107.45,17558.2,0,On Time
PAY045361,LN05334,2024-09-30,2345.9,9198.95,30,Missed
PAY000714,LN02402,2026-06-28,15230.61,,0,On Time
PAY029827,LN00510,2024-12-26,18186.25,5458.42,0,On Time
PAY039840,LN02067,2025-12-21,7242.36,1060.67,30,Missed
PAY002581,LN04666,2025-10-02,15875.77,7601.43,0,On Time
PAY019982,LN03344,2026-02-25,7298.27,2623.68,0,On Time
PAY001008,LN03214,2026-03-05,5862.18,3169.16,0,On Time
PAY024323,LN03448,2025-02-08,16283.38,12802.34,10,Late
PAY031764,LN00374,2026-05-26,15515.73,2450.37,10,Late
PAY026271,LN01513,2025-12-08,1561.29,18644.64,3,Late
PAY029942,LN00826,2026-04-03,3729.04,14261.67,3,Late
PAY035067,LN99999,2025-04-09,5231.42,10942.23,10,Late
PAY019020,LN99999,2025-04-12,19185.28,6453.69,30,Missed
PAY043499,LN04231,2025-05-30,3238.79,8919.5,0,On Time
PAY022671,LN00107,2025-12-30,16691.71,7066.52,0,On Time
PAY036091,LN02612,2026-06-16,2932.95,10876.53,0,On Time
PAY022975,LN00310,2025-01-23,5076.8,13294.92,10,Late
PAY038038,LN03374,2025-07-10,7667.88,4759.93,0,On Time
PAY014949,LN03325,2026-04-02,11583.77,12744.19,0,On Time
PAY009826,LN03555,2024-11-01,13395.0,4393.72,30,Missed
PAY031493,LN05979,2025-06-21,6464.78,5116.28,3,Late
PAY039917,LN05306,2026-05-21,4877.44,13145.49,0,On Time
PAY028738,LN05684,2024-09-20,7274.08,17014.6,3,Late
PAY038707,LN03544,2026-07-25,11966.0,3008.69,0,On Time
PAY031126,LN00904,2024-11-30,14145.69,11736.66,0,On Time
PAY005445,LN05521,2025-06-10,3713.84,12455.83,10,Late
PAY019188,LN05058,2025-12-02,17494.76,8068.81,0,On Time
PAY006294,LN01364,2025-07-18,16798.47,4344.23,0,On Time
PAY004579,LN03084,2024-10-03,11320.67,13475.18,0,On Time
PAY022631,LN04309,2026-08-01,4928.48,19851.0,30,Missed
PAY044409,LN02462,2025-09-25,17146.28,12253.97,0,On Time
PAY011959,LN05840,2026-02-01,8480.79,1038.06,0,On Time
PAY007936,LN01687,2025-06-24,10152.94,11991.97,3,Late
PAY005453,LN05945,2025-05-13,18034.59,17449.35,0,On Time
PAY034883,LN02117,2025-06-01,4935.97,16122.9,0,On Time
PAY045009,LN00581,2025-07-08,7270.45,18700.0,3,Late
PAY019987,LN03948,2024-09-12,19018.84,3146.77,0,On Time
PAY001360,LN05729,2025-03-04,11410.76,15937.66,30,Missed
PAY030508,LN01443,2026-03-24,14690.34,,0,On Time
PAY002992,LN02262,2026-01-06,17715.87,9099.24,0,On Time
PAY042331,LN00389,2025-11-06,10929.57,18718.39,0,On Time
PAY011138,LN03107,2025-02-06,16709.31,3009.55,3,Late
PAY012412,LN04158,2025-03-29,13168.99,1042.15,0,On Time
PAY028188,LN02991,2026-01-01,17279.23,2855.99,30,Missed
PAY017678,LN03359,2026-05-29,1966.81,,30,Missed
PAY003657,LN05186,2025-06-28,15424.99,10852.31,0,On Time
PAY040508,LN00223,2025-03-11,17268.07,16662.55,0,On Time
PAY025365,LN01872,2024-12-08,11744.3,2351.64,3,Late
PAY022474,LN00441,2025-01-05,1559.57,7940.86,0,On Time
PAY035715,LN04423,2025-07-16,17647.31,11639.87,0,On Time
PAY001486,LN00567,2025-02-03,9772.93,2450.67,0,On Time
PAY011422,LN01265,2026-04-19,2619.76,5770.98,0,On Time
PAY023739,LN01055,2025-06-22,19264.41,7828.99,0,On Time
PAY034570,LN05792,2025-02-07,12312.22,3981.3,0,On Time
PAY040722,LN05602,2025-10-21,16646.74,16212.54,0,On Time
PAY011141,LN03264,2025-12-20,1897.89,9073.89,30,Missed
PAY005106,LN01056,2025-07-28,18352.89,16256.36,0,On Time
PAY010760,LN01538,2025-12-02,7667.04,17930.89,0,On Time
PAY007153,LN05229,2026-07-01,3520.22,3142.81,30,Missed
PAY023974,LN03623,2025-07-25,5984.4,13791.81,30,Missed
PAY037337,LN02405,2026-07-06,11780.2,3876.77,10,Late
PAY004933,LN01394,2025-06-15,14064.45,14169.25,10,Late
PAY030118,LN03627,2026-03-11,16944.92,1181.07,0,On Time
PAY034818,LN00595,2026-04-04,3097.33,16495.96,0,On Time
PAY004337,LN05825,2024-10-06,2245.84,18635.68,10,Late
PAY001474,LN03180,2025-10-08,12868.45,7119.87,0,On Time
PAY024133,LN04780,2025-03-09,12771.22,1761.16,30,Missed
PAY036728,LN03034,2024-12-16,2084.86,11670.86,10,Late
PAY032707,LN01213,2025-06-18,15322.65,14452.67,30,Missed
PAY010470,LN03826,2024-10-13,19160.8,13179.94,3,Late
PAY025380,LN01699,2026-01-23,9981.06,16894.25,3,Late
PAY006838,LN01936,2026-01-23,13821.67,9976.99,10,Late
PAY024173,LN01519,2025-05-19,8578.51,7523.45,0,On Time
PAY030380,LN01666,2025-08-02,19673.16,12293.09,0,On Time
PAY045581,LN02911,2024-09-28,18834.31,2005.66,3,Late
PAY015720,LN01183,2025-12-21,3575.16,5656.42,0,On Time
PAY042162,LN02985,2025-05-26,9966.86,3403.08,0,On Time
PAY004659,LN03575,2025-01-16,1291.45,7259.61,30,Missed
PAY045954,LN01622,2026-08-09,16701.53,1251.53,0,On Time
PAY029561,LN00872,2026-03-22,4481.05,4387.84,10,Late
PAY003835,LN00469,2025-12-08,18066.91,19488.88,30,Missed
PAY013131,LN99999,2024-12-02,9151.43,15179.57,0,On Time
PAY034398,LN01956,2024-11-12,14796.97,,0,On Time
PAY021212,LN02628,2025-02-15,15990.33,9660.14,30,Missed
PAY023567,LN04786,2026-01-21,18318.82,3654.43,10,Late
PAY036913,LN05188,2025-01-04,13844.78,11247.49,0,On Time
PAY001938,LN03194,2026-05-13,7184.69,7708.16,3,Late
PAY018008,LN04111,2025-07-17,19703.61,17428.01,0,On Time
PAY040546,LN05331,2025-06-19,4274.42,18668.14,3,Late
PAY024949,LN04458,2025-09-21,3116.34,2959.44,0,On Time
PAY017877,LN00683,2025-10-22,6532.84,9589.49,30,Missed
PAY040147,LN01386,2025-01-07,2047.44,12122.02,30,Missed
PAY023074,LN04659,2024-11-24,17810.72,11482.91,10,Late
PAY020921,LN01444,2026-08-29,9133.0,13633.09,0,On Time
PAY045992,LN01301,2026-01-21,16107.82,9828.62,3,Late
PAY009996,LN05256,2025-09-17,9732.86,18852.92,10,Late
PAY023820,LN01962,2024-10-05,6550.06,17421.11,3,Late
PAY009090,LN01682,2025-01-28,1776.98,2996.46,0,On Time
PAY012136,LN03620,2026-07-21,18971.67,,30,Missed
PAY020880,LN05100,2024-11-20,7765.16,5700.35,0,On Time
PAY019908,LN01823,2025-08-07,4200.61,5963.11,0,On Time
PAY021608,LN03506,2025-05-31,8848.8,12238.83,0,On Time
PAY021561,LN04163,2026-04-17,4908.36,11273.86,3,Late
PAY031516,LN04218,2025-07-04,6006.91,4956.26,0,On Time
PAY036937,LN05460,2025-04-10,5367.23,7095.99,0,On Time
PAY013528,LN04585,2025-06-07,15416.98,18047.78,10,Late
PAY017254,LN02747,2025-01-15,4092.76,17064.66,30,Missed
PAY026691,LN02444,2025-12-12,19831.07,2606.54,10,Late
PAY006759,LN02060,2025-02-23,10669.56,3391.26,3,Late
PAY044787,LN00461,2026-02-24,10191.97,16896.91,10,Late
PAY001885,LN03434,2025-02-02,4251.31,12403.49,0,On Time
PAY000997,LN03688,2024-09-23,8318.05,17661.11,0,On Time
PAY044116,LN03290,2025-01-10,14590.93,2035.75,30,Missed
PAY008603,LN03269,2025-10-05,3174.76,5481.25,0,On Time
PAY030355,LN02003,2025-09-02,2773.45,2200.41,30,Missed
PAY026051,LN02904,2026-05-05,9888.52,8673.01,0,On Time
PAY042764,LN04283,2026-03-13,6706.66,2961.72,0,On Time
PAY004925,LN01982,2025-03-14,8261.29,3482.43,10,Late
PAY001499,LN00291,2025-07-27,2233.49,2944.48,10,Late
PAY013662,LN05981,2025-02-17,1939.9,15599.63,0,On Time
PAY018365,LN02428,2024-11-15,6413.18,19702.8,10,Late
PAY032272,LN03456,2025-06-09,8267.93,16751.98,30,Missed
PAY020003,LN04827,2025-09-18,8917.37,11037.64,3,Late
PAY017609,LN02937,2026-04-09,19184.27,15999.64,0,On Time
PAY041751,LN04907,2024-09-09,14658.03,10044.92,3,Late
PAY028796,LN00290,2025-03-09,10511.85,11464.21,10,Late
PAY045180,LN03947,2026-02-08,1131.95,3630.68,3,Late
PAY021309,LN00337,2025-09-17,15290.84,13721.28,0,On Time
PAY003227,LN00446,2026-01-09,7455.86,19649.74,30,Missed
PAY036299,LN00228,2026-03-21,7473.39,14094.24,3,Late
PAY022285,LN03893,2025-01-30,7123.05,8086.96,0,On Time
PAY004524,LN00940,2025-07-06,7286.85,4403.87,0,On Time
PAY009542,LN03912,2026-03-09,6793.96,6152.44,0,On Time
PAY022775,LN03493,2026-07-19,6197.45,12940.65,0,On Time
PAY035505,LN01704,2026-02-04,10675.53,8551.32,0,On Time
PAY012161,LN03417,2025-01-28,5356.87,7346.14,0,On Time
PAY037842,LN04286,2026-07-08,19607.37,7720.32,0,On Time
PAY013964,LN03677,2024-10-10,18690.96,14762.62,10,Late
PAY024226,LN00693,2025-12-20,13917.48,7419.89,3,Late
PAY038204,LN04379,2025-01-26,16175.59,17505.74,0,On Time
PAY012188,LN05665,2025-07-23,3706.25,17519.21,0,On Time
PAY006676,LN03310,2025-05-28,3003.88,2648.96,3,Late
PAY041207,LN00363,2026-06-01,16939.32,10807.08,0,On Time
PAY035308,LN04029,2026-08-22,11633.7,1966.12,10,Late
PAY036742,LN02327,2025-02-10,2573.67,1692.96,10,Late
PAY035107,LN00718,2025-12-25,14674.99,,30,Missed
PAY018687,LN03628,2025-10-23,10899.21,3049.97,0,On Time
PAY030061,LN05611,2026-06-15,8441.54,17288.37,0,On Time
PAY009682,LN01677,2024-11-13,9107.75,7059.22,3,Late
PAY012086,LN04811,2024-12-11,12691.6,13880.27,0,On Time
PAY009378,LN00311,2025-07-26,15790.42,17742.23,3,Late
PAY042896,LN00331,2026-03-06,13869.83,3555.39,0,On Time
PAY009022,LN05504,2026-04-29,15992.6,10596.57,30,Missed
PAY030631,LN05943,2025-10-31,17176.97,7063.3,30,Missed
PAY011962,LN04402,2026-01-21,13158.74,2625.95,30,Missed
PAY031135,LN05534,2026-02-10,7772.95,4982.44,10,Late
PAY000959,LN00839,2026-07-13,11810.91,17804.3,0,On Time
PAY019043,LN02634,2026-04-23,10803.38,17477.2,10,Late
PAY011021,LN01938,2025-01-15,6849.18,2563.29,10,Late
PAY006085,LN03290,2024-10-22,8761.28,6742.53,3,Late
PAY033452,LN01749,2025-07-01,8682.68,17218.56,0,On Time
PAY001596,LN02146,2026-04-20,8289.95,9077.81,0,On Time
PAY041134,LN04741,2025-02-04,18276.51,11558.72,30,Missed
PAY024025,LN03263,2026-02-16,6990.12,4739.62,10,Late
PAY023342,LN04831,2025-11-12,18081.1,9378.94,3,Late
PAY041957,LN05799,2024-09-18,2764.49,16284.56,10,Late
PAY012159,LN03894,2026-01-19,2621.33,3630.3,0,On Time
PAY007817,LN02892,2026-09-01,12278.04,7252.74,0,On Time
PAY019648,LN05245,2024-12-19,19045.76,5441.73,0,On Time
PAY036513,LN02798,2025-11-30,16615.42,4230.5,0,On Time
PAY003185,LN05821,2025-10-16,9097.13,9068.75,30,Missed
PAY011083,LN03365,2026-08-04,17886.7,4191.49,3,Late
PAY002474,LN02557,2025-10-07,15787.2,6576.82,0,On Time
PAY031160,LN02872,2026-05-04,2674.78,12244.31,0,On Time
PAY006515,LN01965,2026-03-09,12652.38,8604.54,0,On Time
PAY038807,LN00245,2025-05-21,7204.99,14780.82,0,On Time
PAY010582,LN01642,2026-02-27,13095.67,9560.54,0,On Time
PAY016400,LN00956,2026-03-29,5034.95,9696.11,0,On Time
PAY028228,LN04755,2025-08-17,19137.98,18405.43,30,Missed
PAY036590,LN02678,2024-09-17,18876.31,6115.2,0,On Time
PAY030529,LN01483,2024-09-08,17469.15,7299.13,0,On Time
PAY016939,LN03626,2025-09-02,13702.1,4744.33,0,On Time
PAY010976,LN04090,2024-10-26,16453.6,2158.71,0,On Time
PAY045628,LN03142,2026-04-09,7934.14,13842.68,0,On Time
PAY017171,LN02455,2026-06-15,16209.12,,0,On Time
PAY016542,LN02096,2025-11-04,7252.38,17912.32,3,Late
PAY008022,LN01762,2025-01-21,15370.67,8620.95,0,On Time
PAY006632,LN05500,2026-03-18,5204.27,14771.34,0,On Time
PAY041012,LN01824,2025-11-08,11806.15,2859.1,0,On Time
PAY043212,LN00464,2025-04-25,5255.6,15713.83,0,On Time
PAY009733,LN04403,2025-12-31,13626.9,2517.36,0,On Time
PAY029797,LN05244,2026-05-04,6948.41,,0,On Time
PAY007034,LN02316,2026-04-06,19632.47,4551.82,3,Late
PAY007346,LN04959,2026-07-24,9424.18,11719.44,10,Late
PAY033799,LN02033,2025-07-06,15035.9,1647.91,10,Late
PAY012583,LN01338,2025-05-31,18633.14,5638.3,30,Missed
PAY003845,LN03735,2025-05-01,15243.58,7865.3,0,On Time
PAY021532,LN04806,2025-02-08,2729.27,4507.79,30,Missed
PAY010756,LN01698,2025-03-18,8578.26,2650.39,0,On Time
PAY034656,LN05993,2026-01-11,4038.89,4748.6,10,Late
PAY028763,LN04576,2026-01-24,10911.68,1244.1,30,Missed
PAY005719,LN04260,2026-02-03,4203.52,16063.33,0,On Time
PAY013134,LN02499,2026-06-23,10437.07,8323.11,0,On Time
PAY033186,LN03795,2025-05-17,16450.33,9895.55,0,On Time
PAY044834,LN04702,2025-11-08,15783.65,17702.83,0,On Time
PAY038698,LN03535,2025-11-11,12789.51,7879.05,30,Missed
PAY025693,LN04346,2026-04-06,19022.1,9221.76,30,Missed
PAY016638,LN03659,2024-12-31,19275.86,2838.07,0,On Time
PAY030476,LN00835,2026-03-03,7119.6,16311.78,0,On Time
PAY004840,LN05695,2025-05-09,4682.09,19745.3,30,Missed
PAY025782,LN02435,2026-04-16,10227.2,5760.52,0,On Time
PAY038017,LN02523,2026-04-06,1672.01,1666.04,0,On Time
PAY034312,LN01888,2024-12-20,11276.6,14945.72,3,Late
PAY013312,LN00251,2024-12-24,8978.5,18677.32,0,On Time
PAY014063,LN03226,2025-02-02,9390.73,16894.43,30,Missed
PAY029461,LN01341,2025-04-21,16253.75,9615.91,0,On Time
PAY034490,LN01168,2024-12-26,17563.9,4185.57,3,Late
PAY020623,LN03825,2024-12-17,17898.62,7853.97,10,Late
PAY014200,LN01400,2024-11-07,12064.31,6431.42,0,On Time
PAY012648,LN02385,2026-06-24,19879.11,9692.95,10,Late
PAY042380,LN03589,2024-11-25,9532.13,18922.83,0,On Time
PAY010051,LN05344,2025-12-16,6591.94,16052.28,0,On Time
PAY020356,LN05883,2024-09-20,13386.19,9568.55,10,Late
PAY005197,LN01894,2026-08-05,10488.47,11504.79,0,On Time
PAY014044,LN05036,2025-06-22,4062.46,2596.1,3,Late
PAY018871,LN01771,2026-04-04,17825.81,2859.64,30,Missed
PAY004627,LN02399,2025-08-15,15313.9,3451.3,30,Missed
PAY028120,LN03971,2024-10-28,7055.95,15435.74,30,Missed
PAY019637,LN02369,2026-02-13,3490.15,12623.97,10,Late
PAY002125,LN03659,2024-09-12,8121.4,5630.54,3,Late
PAY027120,LN04839,2026-02-10,12824.29,4485.58,0,On Time
PAY023375,LN02646,2026-09-03,14568.73,2772.0,0,On Time
PAY001705,LN03704,2024-10-16,12683.04,13247.55,0,On Time
PAY010933,LN00578,2026-05-29,5041.53,18266.73,30,Missed
PAY021800,LN01232,2025-05-09,6954.28,17428.03,0,On Time
PAY026492,LN02881,2025-12-18,17091.58,3379.6,0,On Time
PAY027574,LN00697,2025-03-10,3324.28,16781.4,0,On Time
PAY022858,LN01690,2025-09-04,1892.98,17847.1,3,Late
PAY022629,LN01739,2025-08-28,3532.52,3854.43,30,Missed
PAY006740,LN02269,2024-12-20,13649.97,6679.06,3,Late
PAY007083,LN03986,2026-03-06,2195.83,4414.99,30,Missed
PAY022051,LN02395,2025-04-29,2243.08,3457.27,0,On Time
PAY023369,LN03459,2024-12-27,11360.53,16274.4,3,Late
PAY038662,LN02389,2025-04-24,2761.71,15779.87,3,Late
PAY032257,LN00869,2025-03-06,11251.45,9794.77,0,On Time
PAY004834,LN00072,2025-07-02,16777.36,16127.97,0,On Time
PAY040792,LN01367,2026-05-25,11522.17,9353.33,0,On Time
PAY013004,LN01949,2026-05-23,3400.77,17375.84,0,On Time
PAY041107,LN03746,2025-02-25,13161.37,2122.84,0,On Time
PAY034579,LN02654,2026-07-18,11493.44,18769.22,30,Missed
PAY007116,LN03149,2025-04-25,19213.66,5335.51,30,Missed
PAY012965,LN02846,2026-01-23,8214.52,15891.22,3,Late
PAY033040,LN01256,2025-01-13,17948.12,4023.52,0,On Time
PAY007796,LN00189,2025-03-05,4170.9,,0,On Time
PAY037257,LN03213,2024-10-29,5500.08,12968.02,0,On Time
PAY030894,LN05311,2026-08-05,7645.49,14827.16,30,Missed
PAY002416,LN04437,2025-12-20,7183.41,13556.52,30,Missed
PAY038661,LN02873,2024-11-19,3460.96,4660.48,30,Missed
PAY005481,LN03129,2025-12-19,5552.73,13277.85,0,On Time
PAY021138,LN03472,2025-04-20,19518.86,5095.42,0,On Time
PAY000012,LN04912,2026-08-01,3990.68,7616.64,0,On Time
PAY003599,LN02390,2024-11-17,12844.05,14081.32,30,Missed
PAY023076,LN05380,2025-02-05,7567.36,15963.19,30,Missed
PAY023843,LN01821,2025-04-14,9984.23,1576.33,0,On Time
PAY023699,LN01546,2026-06-28,14108.12,14773.3,30,Missed
PAY019733,LN05238,2026-02-23,1707.22,4261.07,0,On Time
PAY008743,LN03489,2025-05-02,9325.32,1507.78,0,On Time
PAY031412,LN03973,2024-12-26,12923.42,3884.92,0,On Time
PAY020350,LN05440,2025-04-11,2639.68,2516.78,10,Late
PAY024380,LN03137,2025-01-12,17448.1,19980.89,30,Missed
PAY039512,LN04743,2024-10-02,9196.28,11168.09,0,On Time
PAY010035,LN02810,2025-08-26,18020.03,7551.04,10,Late
PAY045851,LN01624,2025-03-13,17721.77,14314.69,30,Missed
PAY043193,LN05641,2024-10-23,11932.26,7671.76,30,Missed
PAY013865,LN05865,2025-05-20,4830.64,18015.57,0,On Time
PAY035491,LN05094,2025-12-12,17791.74,10057.81,0,On Time
PAY044835,LN02682,2026-06-21,5139.71,10932.03,3,Late
PAY033099,LN02788,2025-01-21,10773.88,2951.61,0,On Time
PAY025185,LN02623,2025-10-09,13075.3,18027.01,30,Missed
PAY022194,LN02035,2026-05-26,15800.29,19806.45,0,On Time
PAY032087,LN04641,2025-09-21,14221.07,7113.18,0,On Time
PAY030509,LN03402,2025-03-19,7180.08,2574.92,0,On Time
PAY039357,LN05812,2025-07-22,3361.86,16304.48,30,Missed
PAY013594,LN01512,2026-03-08,4051.42,4769.76,10,Late
PAY027212,LN03472,2025-01-15,15716.32,12979.23,30,Missed
PAY016599,LN01968,2025-08-06,10104.23,9917.94,0,On Time
PAY007028,LN01618,2024-11-27,10294.09,6590.76,30,Missed
PAY018953,LN00752,2026-08-06,16845.32,6510.74,0,On Time
PAY015757,LN01681,2025-02-27,2120.93,17383.5,0,On Time
PAY035465,LN01888,2026-03-24,19035.71,19078.03,30,Missed
PAY022405,LN03679,2025-05-08,2209.62,9376.3,0,On Time
PAY008571,LN00465,2025-10-25,3039.64,4318.52,0,On Time
PAY015717,LN01900,2026-01-24,15707.16,13018.79,10,Late
PAY025873,LN05966,2026-01-18,18977.4,2535.89,3,Late
PAY012037,LN00073,2024-10-21,14520.12,1358.18,30,Missed
PAY009431,LN01876,2026-05-19,1364.29,19388.74,30,Missed
PAY025239,LN02185,2026-01-14,19798.27,14042.4,10,Late
PAY024076,LN00487,2025-05-12,13044.99,11973.34,0,On Time
PAY039081,LN00174,2025-10-31,13875.12,14890.18,0,On Time
PAY035356,LN01172,2026-05-31,3665.25,11753.1,0,On Time
PAY021394,LN02635,2025-01-18,3355.09,12836.77,-3,Late
PAY026188,LN03750,2026-08-02,10447.28,9465.91,3,Late
PAY027873,LN05398,2025-01-29,7915.55,18058.02,0,On Time
PAY031889,LN01310,2026-01-09,9331.39,6199.27,30,Missed
PAY024879,LN01888,2025-11-02,16918.61,19578.17,0,On Time
PAY017688,LN05733,2025-06-23,13155.6,12512.63,0,On Time
PAY000074,LN05911,2026-07-09,19710.15,11010.95,0,On Time
PAY035269,LN00572,2025-09-01,17279.65,1823.08,3,Late
PAY028342,LN03420,2026-07-03,10676.25,4935.64,0,On Time
PAY018032,LN03523,2025-10-26,7189.17,1230.35,0,On Time
PAY001668,LN02564,2025-01-08,11003.6,7562.03,0,On Time
PAY029654,LN03022,2024-12-29,11287.88,10397.8,10,Late
PAY025205,LN04094,2025-03-30,6424.88,19692.83,0,On Time
PAY031206,LN04735,2025-08-23,4297.87,18211.04,0,On Time
PAY009841,LN05608,2025-02-24,9215.75,2167.49,10,Late
PAY006519,LN03016,2026-04-27,15914.65,15066.96,0,On Time
PAY007368,LN02722,2025-12-08,11009.18,11761.59,0,On Time
PAY025967,LN05626,2024-12-28,2284.64,2836.04,0,On Time
PAY018510,LN05925,2025-12-09,1554.73,10454.19,0,On Time
PAY023308,LN04792,2024-12-05,13067.22,11017.31,10,Late
PAY001001,LN00680,2024-12-15,17302.54,16494.65,3,Late
PAY034759,LN01505,2025-12-02,9447.56,19924.28,0,On Time
PAY033086,LN04017,2026-01-18,17249.45,6173.43,10,Late
PAY043115,LN99999,2025-11-29,11033.96,10062.11,3,Late
PAY033724,LN00746,2026-07-07,7611.34,1455.81,0,On Time
PAY000249,LN02475,2025-03-14,6065.16,8749.65,3,Late
PAY040216,LN04553,2025-08-02,7187.17,19740.59,0,On Time
PAY029407,LN03979,2025-12-29,3602.09,11654.11,0,On Time
PAY025141,LN03058,2024-09-16,18451.07,15010.72,0,On Time
PAY021917,LN01211,2025-08-05,3806.9,18093.04,0,On Time
PAY022461,LN04366,2026-01-09,14656.75,1457.24,30,Missed
PAY030221,LN04884,2024-11-29,5000.35,4829.35,0,On Time
PAY043748,LN00655,2025-08-21,3642.39,14658.98,10,Late
PAY045885,LN00728,2025-01-14,13525.52,2907.13,30,Missed
PAY006961,LN01555,2025-10-25,2182.49,13467.13,0,On Time
PAY033313,LN02443,2025-11-23,14650.9,14693.93,0,On Time
PAY040902,LN02551,2026-03-29,10061.95,11642.17,10,Late
PAY019152,LN05348,2025-12-02,16409.94,1314.28,0,On Time
PAY045152,LN05649,2025-08-29,6607.35,1878.12,3,Late
PAY045428,LN05727,2025-03-04,17375.5,19841.58,0,On Time
PAY044377,LN00575,2025-06-18,2270.76,9377.24,0,On Time
PAY004046,LN00038,2026-06-26,18994.55,19771.22,0,On Time
PAY038918,LN99999,2026-04-28,16560.6,6413.59,0,On Time
PAY008405,LN00748,2025-03-07,19825.94,6219.27,3,Late
PAY043001,LN02469,2026-06-11,9556.78,4088.19,3,Late
PAY013671,LN00442,2025-11-24,5335.72,6803.96,0,On Time
PAY044871,LN04981,2025-07-12,19178.18,1367.97,3,Late
PAY003255,LN03646,2025-11-26,6372.83,2376.06,0,On Time
PAY001778,LN03807,2024-11-05,14047.29,7630.86,0,On Time
PAY043582,LN00069,2025-04-18,7845.67,4038.64,0,On Time
PAY001826,LN03155,2025-09-03,13427.22,16395.39,3,Late
PAY041444,LN00504,2025-09-14,18152.63,3292.35,0,On Time
PAY022444,LN00225,2026-02-12,13948.72,2038.95,10,Late
PAY004763,LN01379,2026-01-07,8949.61,14876.27,30,Missed
PAY009764,LN00715,2025-10-07,8109.97,19375.04,30,Missed
PAY032511,LN02958,2025-10-30,14349.98,15557.45,3,Late
PAY037726,LN03055,2026-07-05,1227.19,1485.49,3,Late
PAY033608,LN04976,2025-04-27,17786.48,10958.67,0,On Time
PAY042203,LN00255,2026-01-15,3489.04,4999.15,0,On Time
PAY022684,LN00890,2026-01-17,10965.67,16053.79,30,Missed
PAY029983,LN00433,2025-08-25,16739.03,12191.52,30,Missed
PAY006098,LN05915,2026-01-30,3625.95,10508.44,0,On Time
PAY041812,LN05317,2025-03-17,5091.91,7941.65,0,On Time
PAY012104,LN04537,2025-03-09,6502.21,,0,On Time
PAY017007,LN03052,2026-09-03,5676.43,12565.25,3,Late
PAY001851,LN02145,2025-07-30,11134.4,9099.82,30,Missed
