transaction_id,account_id,transaction_date,transaction_type,amount,channel
TXN027772,ACC04037,2025-05-23,Deposit,42390.97,Mobile
TXN070641,ACC02571,2025-07-08,Withdrawal,14255.96,Online
TXN132052,ACC01495,2024-09-27,Payment,1194.79,ATM
TXN098993,ACC08983,2026-05-24,Withdrawal,6036.52,Online
TXN019263,ACC02509,2026-04-07,Deposit,37171.8,Branch
TXN124228,ACC02013,2026-01-03,Withdrawal,37287.12,Online
TXN080595,ACC05980,2025-09-23,Deposit,20440.36,Branch
TXN130330,ACC11475,2025-06-20,Withdrawal,27837.91,Online
TXN040190,ACC03653,2024-12-18,Deposit,28393.92,Mobile
TXN098652,ACC09378,2024-10-30,Transfer,19918.76,Mobile
TXN115822,ACC02611,2026-03-19,Transfer,24094.61,Mobile
TXN073863,ACC01437,2025-02-27,Deposit,-14252.11,Branch
TXN090960,ACC06754,2026-01-24,Deposit,44023.56,Online
TXN002347,ACC02136,2025-12-13,Payment,9954.66,Online
TXN083611,ACC05942,2026-01-06,Deposit,3651.44,Mobile
TXN139889,ACC10457,2026-07-21,Payment,21685.88,ATM
TXN131100,ACC01046,2026-07-10,Deposit,9436.87,online
TXN046902,ACC00957,2026-04-28,Transfer,14435.74,Mobile
TXN113897,ACC02123,2025-12-19,Transfer,22594.0,ATM
TXN079022,ACC07852,2026-01-14,Deposit,34028.4,Online
TXN009503,ACC00012,2025-10-17,Withdrawal,3272.67,Branch
TXN075582,ACC00143,2026-01-17,Deposit,15463.8,ATM
TXN019215,ACC03536,2025-10-09,Transfer,10519.18,Branch
TXN041874,ACC08533,2025-02-23,Withdrawal,11688.87,ATM
TXN112878,ACC03119,2024-10-30,Transfer,40302.48,Branch
TXN059912,ACC06677,2024-10-30,Payment,12513.22,ATM
TXN098466,ACC10297,2026-03-04,Withdrawal,21318.88,Branch
TXN115805,ACC06912,2025-09-19,Transfer,27596.32,Online
TXN132583,ACC04261,2026-07-18,Deposit,36355.38,Mobile
TXN045763,ACC11085,2024-09-25,Withdrawal,44496.42,Branch
TXN101591,ACC06748,2025-10-21,Transfer,20149.23,Online
TXN062818,ACC08097,2025-03-20,Withdrawal,8157.56,Mobile
TXN072386,ACC07314,2025-07-15,Payment,26842.93,Mobile
TXN086724,ACC02270,2026-03-18,Payment,-17495.29,Branch
TXN027531,ACC06676,2026-08-16,Payment,27548.54,Branch
TXN020379,ACC00891,2024-10-25,Withdrawal,47797.49,Mobile
TXN027449,ACC03542,2026-03-21,Withdrawal,3554.18,Branch
TXN060741,ACC02462,2025-01-10,Payment,47873.67,Online
TXN021539,ACC01678,2025-04-28,Withdrawal,23908.71,Online
TXN024439,ACC10938,2025-05-14,Payment,47324.73,Online
TXN095579,ACC07453,2025-09-10,Payment,22314.44,Branch
TXN027997,ACC00108,2026-05-15,Transfer,46478.43,ATM
TXN067172,ACC06084,2025-08-30,Deposit,34800.48,Branch
TXN126276,ACC03378,2026-01-18,Payment,16083.0,Mobile
TXN016837,ACC08249,2025-11-16,Deposit,9037.61,Online
TXN069411,ACC09314,2024-09-30,Payment,8916.95,Online
TXN028097,ACC09563,2025-02-19,Deposit,47248.3,Branch
TXN065177,ACC05926,2026-08-13,Withdrawal,14335.74,Online
TXN025866,ACC01964,2025-09-02,Transfer,30526.33,Online
TXN087541,ACC08038,2026-05-31,Deposit,14499.89,Branch
TXN117084,ACC11484,2024-10-14,Payment,48039.8,Online
TXN129574,ACC02887,2025-10-14,Transfer,22038.31,Online
TXN091700,ACC01178,2026-07-08,Payment,14370.15,ATM
TXN068166,ACC07848,2026-07-27,Withdrawal,31017.7,Online
TXN066487,ACC04837,2025-10-04,Transfer,49300.23,Mobile
TXN038772,ACC05870,2024-09-25,Deposit,22700.87,Online
TXN105177,ACC11035,2025-05-08,Withdrawal,32743.58,Online
TXN066489,ACC00205,2026-03-16,Transfer,26633.93,Mobile
TXN036687,ACC05252,2026-04-30,Deposit,42349.28,Branch
TXN061238,ACC04042,2025-06-04,,12754.6,ATM
TXN045879,ACC09309,2025-10-20,Payment,33584.6,ATM
TXN050787,ACC03641,2025-08-24,Deposit,15557.24,Mobile
TXN091120,ACC08054,2025-07-04,Transfer,11283.92,ATM
TXN113776,ACC02032,2025-09-22,Deposit,30224.11,Branch
TXN021958,ACC01379,2024-10-31,Payment,26753.86,Online
TXN008542,ACC11409,2026-01-17,Transfer,19011.08,ATM
TXN111530,ACC05898,2026-02-15,Transfer,14111.77,Online
TXN094369,ACC04164,2025-10-17,Payment,36424.71,Branch
TXN020740,ACC00134,2026-01-29,Payment,5546.99,Mobile
TXN123852,ACC06722,2025-01-18,Payment,28229.68,ATM
TXN003369,ACC10922,2025-03-12,Deposit,14145.41,Mobile
TXN080438,ACC10775,2026-08-15,Payment,42431.85,Mobile
TXN053776,ACC03066,2025-09-18,Deposit,21586.14,ATM
TXN046210,ACC09691,2026-05-04,Withdrawal,10279.45,Mobile
TXN093851,ACC06527,2024-11-15,Transfer,40527.72,Mobile
TXN109539,ACC09656,2026-03-13,Transfer,32530.54,Branch
TXN010926,ACC04548,2025-04-23,Payment,27744.78,Online
TXN064305,ACC01436,2025-10-16,Deposit,37101.14,Mobile
TXN032549,ACC02487,2026-06-07,Payment,40213.6,Branch
TXN011334,ACC02666,2025-12-02,Withdrawal,20167.23,Branch
TXN072723,ACC05718,2025-11-26,Withdrawal,31056.91,Mobile
TXN040966,ACC01168,2026-06-22,Withdrawal,3536.21,Mobile
TXN038136,ACC09685,2024-12-23,Deposit,2454.39,ATM
TXN068612,ACC11591,2025-03-23,Withdrawal,25440.46,Mobile
TXN139031,ACC01621,2025-05-17,Payment,13111.5,Mobile
TXN108957,ACC02235,2025-03-06,Payment,32463.55,ATM
TXN040722,ACC01908,2025-10-21,Payment,12554.33,Online
TXN089358,ACC04885,2024-11-20,Withdrawal,15759.95,Branch
TXN081955,ACC05114,2026-01-21,Transfer,12081.23,Online
TXN028719,ACC05427,2025-08-28,Payment,1869.86,Mobile
TXN088702,ACC08281,2024-09-19,Withdrawal,22893.76,Online
TXN031631,ACC07435,2025-10-17,Transfer,5979.28,Mobile
TXN078262,ACC05590,2026-07-31,Payment,23038.81,Online
TXN108232,ACC03809,2026-03-10,Transfer,35734.93,Online
TXN132011,ACC00555,2026-01-02,Payment,262.48,Online
TXN116932,ACC04798,2025-07-09,Payment,37334.49,Branch
TXN058662,ACC09979,2026-05-01,Deposit,42637.37,Mobile
TXN054103,ACC00650,2026-02-04,Transfer,25325.52,ATM
TXN118572,ACC01098,2025-06-07,Deposit,32036.0,Online
TXN124270,ACC03250,2024-09-10,Deposit,20640.38,Mobile
TXN097084,ACC11349,2026-05-21,Deposit,5842.46,Online
TXN052320,ACC03010,2025-02-19,Withdrawal,27013.4,Branch
TXN125311,ACC11492,2026-03-28,Payment,1777.69,Online
TXN014449,ACC05830,2025-12-28,Payment,32047.21,Mobile
TXN030346,ACC04727,2026-05-15,Transfer,47423.89,Online
TXN036942,ACC07260,2024-11-15,Payment,24589.88,Branch
TXN136932,ACC04419,2026-07-04,Withdrawal,25712.8,ATM
TXN086924,ACC03871,2026-07-04,Payment,35685.53,Branch
TXN125189,ACC09718,2026-02-26,Withdrawal,1232.11,ATM
TXN008283,ACC09321,2025-07-31,Transfer,47674.33,Mobile
TXN083504,ACC10136,2025-04-03,Transfer,23248.03,Online
TXN105069,ACC03256,2025-12-04,Transfer,46190.92,Mobile
TXN105907,ACC10258,2025-04-26,Withdrawal,48732.28,ATM
TXN086352,ACC10122,2025-02-16,Withdrawal,11259.93,ATM
TXN001072,ACC06132,2026-06-13,Transfer,35581.04,Online
TXN128001,ACC06070,2025-02-13,Transfer,43950.93,ATM
TXN079426,ACC01158,2025-06-09,Transfer,21688.55,Branch
TXN065989,ACC07390,2025-01-26,Deposit,28058.7,ATM
TXN042653,ACC01861,2025-09-20,Payment,10402.51,Online
TXN070112,ACC02165,2025-09-05,Withdrawal,17658.13,Mobile
TXN135623,ACC10948,2025-11-01,Deposit,2454.0,Online
TXN084178,ACC11022,2025-11-10,Transfer,24157.17,Online
TXN062858,ACC10093,2025-12-18,Deposit,28397.09,ATM
TXN132419,ACC03328,2025-05-15,,5275.29,ATM
TXN092970,ACC10093,2024-12-10,Deposit,36983.19,Mobile
TXN059561,ACC03788,2025-09-13,Deposit,41454.68,Online
TXN048480,ACC04467,2025-09-20,Deposit,41096.96,Mobile
TXN118431,ACC09705,2026-02-04,Deposit,29663.5,Branch
TXN120932,ACC08665,2025-01-21,Payment,26706.17,Branch
TXN003354,ACC09913,2025-09-15,Payment,1939.36,ATM
TXN005610,ACC04008,2025-07-30,Payment,3544.88,ATM
TXN101566,ACC05369,2025-05-10,Deposit,42628.71,Online
TXN138677,ACC11079,2026-05-11,Transfer,3534.16,Mobile
TXN134021,ACC00770,2026-02-01,,39743.67,ATM
TXN021752,ACC09035,2025-10-30,Deposit,864.63,ATM
TXN121086,ACC07816,2024-10-04,Deposit,26319.1,Mobile
TXN020675,ACC04167,2026-02-09,Payment,2875.8,Branch
TXN080543,ACC00158,2025-07-08,Deposit,32035.38,Online
TXN031828,ACC10501,2026-08-01,Withdrawal,2513.68,Mobile
TXN136630,ACC02088,2026-09-05,Deposit,20988.43,Branch
TXN059630,ACC06004,2026-01-21,Payment,14295.84,ATM
TXN054134,ACC05448,2026-08-14,Deposit,35892.59,ATM
TXN066218,ACC11362,2024-12-04,Withdrawal,7833.57,Online
TXN136006,ACC11213,2025-07-19,Withdrawal,25012.22,Online
TXN074977,ACC05982,2025-08-25,Withdrawal,48098.53,Online
TXN051354,ACC05480,2026-06-10,Withdrawal,39944.21,Branch
TXN077185,ACC10306,2025-08-06,Transfer,8382.84,ATM
TXN127055,ACC06376,2026-05-07,Transfer,3551.24,Online
TXN095772,ACC08357,2025-08-23,Transfer,7570.26,ATM
TXN083706,ACC08877,2025-05-14,Payment,34028.31,ATM
TXN094603,ACC03781,2025-10-01,Payment,12250.48,Branch
TXN031175,ACC09231,2025-09-15,Withdrawal,47242.38,Branch
TXN066558,ACC00384,2024-11-27,Transfer,43934.45,Branch
TXN072959,ACC02433,2026-05-22,Transfer,43728.24,Online
TXN037560,ACC02015,2025-09-12,Deposit,40463.64,Online
TXN106161,ACC03578,2024-10-25,Deposit,44611.92,Branch
TXN031913,ACC07992,2025-04-25,Transfer,3657.71,Branch
TXN000765,ACC04485,2025-01-17,Deposit,35255.28,Mobile
TXN075988,ACC00269,2024-12-22,Withdrawal,16939.28,ATM
TXN084449,ACC01679,2025-01-12,Withdrawal,30441.88,Branch
TXN117135,ACC11235,2026-08-19,Deposit,44230.78,Online
TXN103099,ACC05729,2025-12-11,Transfer,38469.41,ATM
TXN126086,ACC02359,2026-08-21,Payment,27732.5,Online
TXN043416,ACC08600,2025-06-27,Deposit,6781.9,ATM
TXN116592,ACC08112,2025-04-07,Transfer,23871.16,Online
TXN078436,ACC04599,2025-04-07,Deposit,21575.21,Branch
TXN051065,ACC06765,2025-12-24,Withdrawal,27062.74,Mobile
TXN073559,ACC00778,2025-04-04,,839.3,Mobile
TXN014208,ACC05502,2025-06-14,Transfer,42205.44,Branch
TXN098827,ACC11687,2026-05-21,Withdrawal,32405.65,Branch
TXN006101,ACC03027,2025-03-28,Deposit,45597.37,Branch
TXN139095,ACC02542,2026-04-06,Withdrawal,36240.61,ATM
TXN039705,ACC03217,2025-07-02,Withdrawal,32094.18,ATM
TXN042607,ACC11176,2026-07-24,Withdrawal,28491.87,Branch
TXN057672,ACC09940,2024-11-01,Payment,27819.39,Online
TXN000233,ACC05057,2025-10-24,Withdrawal,38576.16,Mobile
TXN009802,ACC01719,2026-03-01,Withdrawal,39041.13,Mobile
TXN027354,ACC00669,2025-04-12,Payment,16333.51,ATM
TXN060486,ACC01518,2026-06-11,Deposit,23676.7,ATM
TXN016763,ACC07769,2024-11-08,Withdrawal,47659.21,Online
TXN061365,ACC08080,2025-09-06,Deposit,11365.15,ATM
TXN087921,ACC05058,2025-09-18,Payment,21920.27,ATM
TXN030953,ACC02319,2026-04-14,Payment,12814.51,Branch
TXN119550,ACC03604,2025-09-20,Deposit,16987.88,Mobile
TXN070126,ACC09570,2026-08-03,Deposit,11052.75,Mobile
TXN126813,ACC02631,2026-03-10,Payment,31007.41,ATM
TXN106318,ACC03292,2025-09-03,Transfer,27420.16,Mobile
TXN055629,ACC06997,2025-08-12,Payment,35274.09,Mobile
TXN027822,ACC08087,2026-07-22,Withdrawal,46659.82,Mobile
TXN075316,ACC05114,2025-08-10,Withdrawal,43847.33,Branch
TXN004616,ACC08132,2026-04-14,Transfer,25247.34,Online
TXN035340,ACC02234,2025-05-09,Transfer,10440.18,ATM
TXN028884,ACC07791,2026-02-12,Payment,20470.07,ATM
TXN035136,ACC10375,2025-08-13,Deposit,10465.08,Online
TXN088092,ACC01006,2026-03-29,Deposit,4339.41,Mobile
TXN082881,ACC01636,2026-07-12,Withdrawal,44246.63,Online
TXN075192,ACC08719,2025-03-31,Deposit,11648.36,ATM
TXN059869,ACC03634,2026-02-22,Deposit,25583.2,ATM
TXN017096,ACC10380,2024-12-01,Transfer,5890.52,Branch
TXN113089,ACC11707,2026-05-01,Deposit,5233.38,Mobile
TXN060730,ACC11473,2025-12-23,Transfer,49467.2,Online
TXN086610,ACC09144,2025-03-03,Payment,26948.19,Mobile
TXN019007,ACC05076,2024-12-05,Transfer,-48254.92,ATM
TXN028065,ACC00916,2025-02-18,Transfer,23310.16,Mobile
TXN095289,ACC05366,2024-11-28,Payment,13536.75,Mobile
TXN005040,ACC09047,2025-04-04,Transfer,124.48,Online
TXN033232,ACC02175,2025-12-31,Withdrawal,15464.83,Branch
TXN085116,ACC06107,2026-02-25,Payment,16380.65,ATM
TXN017374,ACC07107,2025-04-16,Deposit,151.81,ATM
TXN026224,ACC09560,2025-01-08,Withdrawal,9738.72,Mobile
TXN126303,ACC06002,2026-05-03,Payment,5597.82,Branch
TXN108694,ACC09009,2024-11-30,Payment,34768.47,Online
TXN086392,ACC01590,2026-09-05,Transfer,2457.14,ATM
TXN006312,ACC02026,2025-06-26,Deposit,4779.0,ATM
TXN125903,ACC11119,2025-09-02,Deposit,11962.06,ATM
TXN103065,ACC03850,2025-11-17,Transfer,-9557.96,ATM
TXN063008,ACC07848,2024-09-29,Deposit,25783.01,Mobile
TXN014962,ACC07254,2026-02-07,Transfer,3990.07,Branch
TXN059439,ACC07488,2025-08-30,Payment,12274.33,ATM
TXN105005,ACC01767,2026-02-16,Transfer,35547.35,Online
TXN020418,ACC00798,2025-09-02,Transfer,14770.38,ATM
TXN087297,ACC09124,2025-12-29,Deposit,24834.67,Branch
TXN091727,ACC11828,2026-03-17,Payment,20101.55,ATM
TXN016387,ACC09704,2024-12-20,Transfer,7673.84,Online
TXN016405,ACC04519,2025-10-30,Deposit,24611.11,ATM
TXN062655,ACC00891,2025-01-06,Payment,3509.16,Online
TXN113994,ACC11346,2026-04-26,Deposit,20726.5,Online
TXN028441,ACC02684,2025-06-02,Withdrawal,1149.76,Online
TXN076803,ACC07799,2025-04-26,Withdrawal,16154.08,Branch
TXN090328,ACC00783,2025-08-31,Withdrawal,32583.85,ATM
TXN054368,ACC02555,2026-08-16,Withdrawal,43150.8,ATM
TXN003246,ACC02129,2026-01-02,Transfer,19934.29,Online
TXN055064,ACC11402,2026-07-12,Withdrawal,4694.95,ATM
TXN005259,ACC99999,2025-04-01,Transfer,34647.64,Mobile
TXN099200,ACC05644,2025-10-13,Withdrawal,40509.12,Online
TXN006705,ACC04512,2025-09-18,Deposit,25276.99,Online
TXN092219,ACC04747,2025-08-10,Deposit,918.47,ATM
TXN082992,ACC05567,2025-03-09,Withdrawal,-36205.14,Mobile
TXN097792,ACC00049,2025-12-18,Transfer,38269.97,ATM
TXN101908,ACC01275,2024-10-06,Payment,2076.36,ATM
TXN090686,ACC04995,2026-08-02,Deposit,35244.03,ATM
TXN080677,ACC04410,2025-09-04,Payment,12291.05,Mobile
TXN005794,ACC08323,2026-05-28,Payment,330.98,Online
TXN110305,ACC07218,2024-10-29,Transfer,45980.38,Online
TXN131337,ACC06640,2025-09-26,Deposit,39970.12,Mobile
TXN010785,ACC05564,2026-06-07,Payment,37096.72,Online
TXN130698,ACC07351,2025-09-13,Transfer,10035.6,Mobile
TXN068376,ACC01540,2025-03-31,Transfer,10564.71,Online
TXN011433,ACC04482,2025-09-07,Withdrawal,26133.21,Mobile
TXN074990,ACC01225,2024-11-25,Deposit,33917.07,Mobile
TXN019015,ACC03090,2025-07-03,Withdrawal,42073.09,Online
TXN028196,ACC11470,2025-01-29,Deposit,48047.38,Online
TXN121191,ACC07128,2025-07-23,Deposit,40811.32,Mobile
TXN044860,ACC03845,2025-11-10,Payment,48779.32,ATM
TXN082100,ACC06943,2025-09-26,Withdrawal,21017.22,Branch
TXN007195,ACC05229,2026-01-02,Withdrawal,18064.8,Online
TXN131937,ACC00505,2026-08-06,Payment,25525.4,Online
TXN139404,ACC00500,2025-07-27,Withdrawal,5151.18,Mobile
TXN119196,ACC06960,2026-05-20,Transfer,20468.68,Mobile
TXN088538,ACC09800,2026-03-28,Deposit,17775.76,Online
TXN098600,ACC01313,2026-02-01,Payment,38447.81,Online
TXN007121,ACC03986,2026-07-28,Deposit,30205.79,Branch
TXN108997,ACC10107,2024-12-16,Transfer,24818.75,Branch
TXN067657,ACC05013,2026-03-15,Deposit,27534.61,Online
TXN127667,ACC11550,2025-11-19,Payment,9574.55,Branch
TXN043531,ACC04757,2025-01-07,Withdrawal,9561.37,Branch
TXN023654,ACC03408,2026-08-09,Deposit,18685.19,Online
TXN015440,ACC05286,2026-08-25,Payment,13054.99,Mobile
TXN104677,ACC02009,2025-12-02,Withdrawal,32365.43,ATM
TXN049629,ACC11107,2025-09-11,Transfer,16598.7,Mobile
TXN110253,ACC04363,2025-06-10,Withdrawal,15100.04,ATM
TXN139211,ACC08297,2025-06-27,Transfer,10621.28,Online
TXN023021,ACC00019,2024-10-31,Deposit,544.99,Mobile
TXN033435,ACC06607,2026-09-04,,13833.18,Branch
TXN079119,ACC02773,2026-04-01,Payment,29456.22,Online
TXN089792,ACC09827,2025-06-10,Deposit,29546.55,ATM
TXN040964,ACC00366,2025-09-21,Transfer,374.73,Mobile
TXN108540,ACC07061,2026-07-23,Payment,26263.82,Mobile
TXN036642,ACC04406,2025-02-27,Transfer,-34734.69,Mobile
TXN125840,ACC08719,2026-03-22,Deposit,11133.7,Branch
TXN043678,ACC06657,2024-10-27,Deposit,22341.2,Online
TXN106004,ACC09401,2026-06-19,Withdrawal,21833.58,Branch
TXN104722,ACC04464,2026-08-13,Transfer,12144.26,Online
TXN098167,ACC05137,2026-05-21,Withdrawal,18081.27,ATM
TXN101349,ACC11338,2025-12-10,Withdrawal,24518.1,Online
TXN056856,ACC10094,2026-03-14,Deposit,16887.43,Mobile
TXN068195,ACC02948,2025-06-24,Payment,20716.71,Branch
TXN070684,ACC00536,2025-02-15,Payment,268.99,Branch
TXN030962,ACC01680,2025-04-04,Payment,-33734.56,Branch
TXN057239,ACC04045,2024-09-26,Withdrawal,2346.74,Branch
TXN098181,ACC03610,2026-03-11,Deposit,10180.81,Online
TXN091906,ACC08470,2025-08-04,Withdrawal,11466.88,Mobile
TXN096393,ACC10497,2026-06-16,Withdrawal,44011.62,Online
TXN126878,ACC10366,2024-11-23,Payment,2895.25,Online
TXN020731,ACC06808,2025-10-01,Deposit,15937.0,Online
TXN101866,ACC09004,2024-12-27,Withdrawal,23390.43,Online
TXN079768,ACC07829,2024-11-27,Deposit,2572.25,Branch
TXN029283,ACC03131,2025-11-04,Withdrawal,1837.65,Mobile
TXN024515,ACC03951,2025-07-20,Transfer,19585.85,ATM
TXN094051,ACC00941,2025-09-04,Payment,3472.64,Branch
TXN115983,ACC01499,2026-07-28,Payment,28971.5,Branch
TXN092494,ACC03972,2026-06-15,Deposit,41940.28,Mobile
TXN074361,ACC01701,2025-03-08,Transfer,40752.91,Mobile
TXN102349,ACC06513,2026-02-22,Withdrawal,30930.28,Branch
TXN080336,ACC09482,2025-09-13,Withdrawal,3911.42,Branch
TXN112701,ACC05491,2025-12-03,Withdrawal,28428.45,Mobile
TXN052591,ACC11515,2025-01-01,Deposit,43967.85,Online
TXN008472,ACC07564,2026-05-03,Transfer,37433.77,Branch
TXN061420,ACC06112,2025-03-06,Payment,38899.75,Online
TXN051873,ACC05053,2025-11-05,Withdrawal,25229.46,Branch
TXN070187,ACC01158,2025-03-24,Withdrawal,49864.72,ATM
TXN046348,ACC10005,2024-11-30,Deposit,30632.54,Online
TXN032938,ACC00062,2025-09-29,Payment,15982.44,Online
TXN124473,ACC07705,2025-10-17,Withdrawal,14320.04,ATM
TXN056702,ACC05252,2026-09-08,Deposit,37270.04,Mobile
TXN096954,ACC06174,2024-12-08,Deposit,40548.68,Mobile
TXN084634,ACC02892,2024-11-08,Deposit,11715.38,Branch
TXN033924,ACC01512,2025-01-05,Transfer,48030.65,Mobile
TXN099573,ACC07565,2025-01-02,Deposit,35508.26,Mobile
TXN086957,ACC08392,2024-11-23,Transfer,19723.86,Branch
TXN020070,ACC06145,2025-10-16,Transfer,5332.03,Mobile
TXN100427,ACC00198,2024-12-07,Deposit,6663.72,Online
TXN122124,ACC01704,2026-02-01,Withdrawal,48213.0,Online
TXN120958,ACC07662,2026-07-13,Payment,17399.7,ATM
TXN001655,ACC03491,2026-01-16,Transfer,31344.38,Mobile
TXN136122,ACC09078,2026-07-30,Withdrawal,4739.7,Branch
TXN110160,ACC10817,2026-05-15,Transfer,22059.92,Branch
TXN115035,ACC10727,2026-01-18,Deposit,1667.7,Branch
TXN013194,ACC07222,2026-06-13,Payment,13057.01,Branch
TXN114685,ACC05778,2025-06-06,Withdrawal,47670.6,Branch
TXN049189,ACC01648,2025-03-07,Transfer,18051.33,Online
TXN089796,ACC07715,2026-07-08,Transfer,48447.1,Mobile
TXN117740,ACC01709,2026-01-02,,32828.08,Mobile
TXN038291,ACC05227,2026-07-19,Transfer,22414.47,Branch
TXN093806,ACC11113,2025-07-27,Transfer,30236.77,Online
TXN094256,ACC03578,2025-01-28,Withdrawal,40389.24,Branch
TXN030495,ACC03360,2024-09-25,Payment,36963.97,Online
TXN073204,ACC11626,2024-09-24,Deposit,28251.81,Branch
TXN135573,ACC09978,2025-02-23,Transfer,42234.13,ATM
TXN055094,ACC07846,2024-11-10,Deposit,24590.84,Branch
TXN087292,ACC05680,2025-09-30,Payment,13390.8,Online
TXN076572,ACC11651,2025-04-27,Payment,12557.83,Online
TXN028473,ACC00857,2024-10-30,Payment,45735.54,Mobile
TXN123976,ACC11771,2025-02-23,Withdrawal,22494.42,ATM
TXN085387,ACC06538,2026-08-03,Payment,39306.16,Online
TXN006165,ACC01820,2025-04-24,Withdrawal,19757.83,Branch
TXN031641,ACC11184,2025-08-25,Payment,4487.35,ATM
TXN006567,ACC04086,2025-05-23,Deposit,30301.65,ATM
TXN099356,ACC02484,2025-12-27,Transfer,41838.15,Mobile
TXN014266,ACC99999,2025-11-11,Transfer,8498.47,Online
TXN052808,ACC00269,2024-09-09,Withdrawal,26215.84,Mobile
TXN029681,ACC07344,2024-11-16,Deposit,43962.84,Mobile
TXN125754,ACC01211,2026-08-14,Transfer,22512.84,Mobile
TXN053423,ACC04279,2025-04-24,Transfer,34163.43,Mobile
TXN060798,ACC10015,2026-01-02,Transfer,17118.63,ATM
TXN047999,ACC04837,2025-03-06,Withdrawal,38102.69,Online
TXN097265,ACC09385,2025-09-28,Transfer,44925.51,ATM
TXN017053,ACC06965,2026-02-19,Payment,39414.17,ATM
TXN070761,ACC03456,2025-11-01,Transfer,10852.43,Online
TXN003312,ACC10541,2025-03-01,Payment,12561.46,Online
TXN033885,ACC03574,2025-03-31,Payment,48987.08,ATM
TXN085645,ACC01976,2025-12-30,Withdrawal,6002.92,Branch
TXN057275,ACC04114,2024-09-08,Deposit,45928.4,Mobile
TXN120436,ACC11749,2025-05-13,Withdrawal,23636.66,Online
TXN064140,ACC11081,2025-09-14,Withdrawal,40262.25,Mobile
TXN070519,ACC09210,2025-07-13,Payment,20009.74,Mobile
TXN036013,ACC08828,2025-12-26,Transfer,4808.0,ATM
TXN085422,ACC07266,2026-02-13,Deposit,33049.43,ATM
TXN097372,ACC07475,2024-10-29,Transfer,21011.43,Mobile
TXN093780,ACC00322,2025-12-21,,31548.69,Mobile
TXN027701,ACC11951,2025-02-21,Deposit,8136.81,ATM
TXN074243,ACC01080,2026-06-05,Deposit,39576.6,Online
TXN119632,ACC11710,2025-11-18,Deposit,15509.9,Mobile
TXN105739,ACC04440,2025-09-20,Transfer,42359.25,Branch
TXN012151,ACC07698,2025-11-07,Withdrawal,6579.29,Mobile
TXN132895,ACC04445,2024-11-19,Payment,15070.56,Online
TXN016728,ACC01119,2026-09-01,Transfer,26959.04,Branch
TXN121665,ACC10876,2026-07-06,Withdrawal,43938.81,Mobile
TXN136780,ACC11731,2026-01-12,Deposit,17223.49,Mobile
TXN048981,ACC03851,2024-10-06,Payment,33375.29,Online
TXN011383,ACC06877,2025-05-08,Transfer,35202.75,Branch
TXN072215,ACC10915,2026-02-26,Withdrawal,46244.25,Online
TXN010915,ACC04906,2025-10-02,,33157.86,Online
TXN083560,ACC05196,2025-05-16,Transfer,20802.07,ATM
TXN106500,ACC99999,2026-07-26,Deposit,10496.97,online
TXN071431,ACC02438,2025-07-01,Transfer,30524.19,Mobile
TXN136670,ACC10064,2026-04-10,Deposit,-13358.91,Online
TXN074783,ACC05138,2025-11-23,Payment,46857.95,Branch
TXN109895,ACC04385,2025-09-04,Transfer,4137.64,ATM
TXN034508,ACC09542,2025-03-23,Payment,21908.77,ATM
TXN055978,ACC03440,2025-05-22,,1226.83,Branch
TXN078643,ACC10551,2026-07-27,Deposit,14626.63,Mobile
TXN011913,ACC03555,2025-07-23,Withdrawal,1436.1,Mobile
TXN074294,ACC06443,2024-09-18,Payment,23578.7,Branch
TXN064697,ACC09665,2026-04-05,Deposit,46551.6,Mobile
TXN014174,ACC02758,2025-08-24,Withdrawal,45439.08,Branch
TXN119775,ACC10935,2025-12-15,Transfer,27791.61,Mobile
TXN108453,ACC01113,2024-09-25,Transfer,33276.19,Branch
TXN047816,ACC02583,2024-12-24,Deposit,30038.24,Branch
TXN138020,ACC01064,2025-10-05,Transfer,4745.02,ATM
TXN109850,ACC00873,2025-06-27,Withdrawal,27001.51,ATM
TXN110120,ACC01714,2025-03-27,Transfer,40113.65,ATM
TXN028546,ACC01899,2024-12-26,Payment,19483.53,Mobile
TXN010585,ACC02460,2025-01-25,Transfer,18360.43,Online
TXN013415,ACC06480,2025-11-02,Transfer,25840.97,Branch
TXN056996,ACC03773,2025-04-01,Deposit,18998.7,Online
TXN019362,ACC00904,2026-05-19,Transfer,7366.53,Branch
TXN130436,ACC04876,2025-04-05,Deposit,13901.13,Online
TXN115431,ACC10665,2025-11-09,Withdrawal,207.34,Online
TXN138888,ACC10822,2025-02-25,Transfer,6731.21,Online
TXN064369,ACC09329,2025-12-31,Transfer,5732.36,Mobile
TXN007403,ACC04734,2025-01-08,Withdrawal,20625.88,Mobile
TXN092712,ACC00529,2026-07-26,Withdrawal,26157.78,Branch
TXN138700,ACC10954,2026-07-23,Withdrawal,37214.25,Online
TXN085253,ACC04230,2024-11-05,Deposit,20004.75,ATM
TXN136272,ACC07579,2026-07-04,Deposit,23066.83,Branch
TXN090469,ACC01195,2026-03-06,Transfer,16059.94,Online
TXN135888,ACC00686,2025-03-06,Payment,43888.8,Mobile
TXN015078,ACC03803,2026-01-06,Deposit,1837.62,Online
TXN027995,ACC03321,2025-08-06,Withdrawal,38239.59,Branch
TXN135687,ACC08782,2025-07-30,Transfer,33229.98,Branch
