loan_id,total_due,total_paid,avg_days_late,missed_payments,repayment_ratio
LN03068,135880.88,100854.66,7.3,2,0.74
LN03069,92097.58,72262.34,3.75,0,0.78
LN03070,123005.33,132064.84,7.2727272727272725,2,1.07
LN03071,19358.66,26675.809999999998,1.0,0,1.38
LN03072,88801.62,136291.93,7.5,2,1.53
LN03073,78592.0,109228.22,8.3,2,1.39
LN03074,65436.08,68789.51000000001,7.2,1,1.05
LN03075,23143.88,21537.18,1.5,0,0.93
LN03076,44765.380000000005,54134.54,7.5,0,1.21
LN03077,40084.850000000006,32772.19,8.6,1,0.82
LN03078,9752.81,11987.89,1.0,0,1.23
LN03079,119497.06,102762.86,1.7777777777777777,2,0.86
LN03080,117883.82,129888.56,13.272727272727273,4,1.1
LN03081,72169.07,92634.72,10.0,2,1.28
LN03082,42680.64,84808.81,8.6,0,1.99
LN03083,45831.06,76654.36,6.666666666666667,0,1.67
LN03084,112853.48999999999,99882.68000000001,7.181818181818182,2,0.89
LN03085,72450.05,54770.31,9.428571428571429,2,0.76
LN03086,67331.9,77529.06,9.222222222222221,2,1.15
LN03087,55323.58,37207.35,5.0,1,0.67
LN03088,45816.64,61442.61,6.0,1,1.34
LN03089,111767.7,88769.76,1.6,0,0.79
LN03090,80420.63,71842.18000000001,2.2857142857142856,0,0.89
LN03091,117215.52,131379.97,8.6,2,1.12
LN03093,87141.6,77102.22,7.875,2,0.88
LN03094,60181.86,98784.88,2.2857142857142856,0,1.64
LN03095,89184.16,87284.56,3.75,1,0.98
LN03096,71440.14,84183.08,9.428571428571429,1,1.18
LN03097,55454.93,39610.020000000004,4.0,0,0.71
LN03098,78854.07,107119.45000000001,8.11111111111111,2,1.36
LN03099,64804.27,56800.39,15.5,3,0.88
LN03100,35881.229999999996,61301.05,10.5,2,1.71
LN03101,101185.94,118356.63,15.363636363636363,5,1.17
LN03102,114374.67,121648.06,4.6,1,1.06
LN03103,54467.82,32192.29,0.6,0,0.59
LN03104,65788.27,57945.91,15.5,3,0.88
LN03105,126041.93,83513.95,9.923076923076923,4,0.66
LN03106,30232.45,23993.55,1.5,0,0.79
LN03107,167976.6,135529.08,3.7142857142857144,1,0.81
LN03108,57431.59,49193.11,7.666666666666667,1,0.86
LN03109,40355.02,58265.17,4.6,0,1.44
LN03110,79768.98,76845.92,6.875,1,0.96
LN03111,108550.11,88747.76000000001,15.88888888888889,4,0.82
LN03112,112806.02,122594.83,11.818181818181818,4,1.09
LN03113,46891.64,66739.1,8.333333333333334,1,1.42
LN03114,133118.57,125894.55,3.0,0,0.95
LN03115,47695.76,74596.20999999999,21.666666666666668,4,1.56
LN03116,57773.06,56275.1,6.6,1,0.97
LN03117,39957.28,56349.25,18.0,3,1.41
LN03118,60974.56,50865.86,13.2,2,0.83
LN03119,68993.32,108546.34,5.888888888888889,1,1.57
LN03120,92209.63,55180.810000000005,12.857142857142858,2,0.6
LN03121,43179.52,29011.09,14.0,2,0.67
LN03122,84758.06,89252.21,5.0,0,1.05
LN03123,28125.28,34487.16,8.25,1,1.23
LN03124,105033.52,96283.42,4.0,1,0.92
LN03125,43299.59,24335.87,1.0,0,0.56
LN03126,59588.43,47790.42,1.2,0,0.8
LN03127,62946.5,76374.01000000001,5.571428571428571,1,1.21
LN03128,71571.12,94570.76000000001,10.75,2,1.32
LN03129,113021.69,128453.96,0.3,0,1.14
LN03130,61373.94,55147.19,4.125,0,0.9
LN03131,108998.03,75959.0,9.125,2,0.7
LN03132,120097.78,107429.37,12.3,3,0.89
LN03133,127185.65,111109.54000000001,0.6666666666666666,0,0.87
LN03134,28201.57,15761.710000000001,15.0,1,0.56
LN03135,76054.25,57778.5,7.875,1,0.76
LN03136,82988.59,60975.2,1.0,0,0.73
LN03137,114098.62,125838.26999999999,5.9,1,1.1
LN03138,80796.33,92071.91,9.5,2,1.14
LN03139,59663.13,113458.44,2.75,0,1.9
LN03140,22250.95,23969.32,13.333333333333334,1,1.08
LN03141,68157.95999999999,99431.48999999999,8.444444444444445,2,1.46
LN03142,121943.27,120054.99,3.8333333333333335,1,0.98
LN03143,126505.87,117638.22,5.7272727272727275,2,0.93
LN03144,77447.62,43011.1,8.833333333333334,1,0.56
LN03145,159352.66,159014.1,4.5,1,1.0
LN03146,131238.84,92515.24,7.0,2,0.7
LN03147,60718.020000000004,42945.950000000004,1.6666666666666667,0,0.71
LN03148,76368.13,70769.09,6.5,1,0.93
LN03149,36382.78,34540.68,20.0,2,0.95
LN03150,42691.15,40086.13,3.3333333333333335,0,0.94
LN03151,34601.9,47338.17,8.25,1,1.37
LN03152,132387.13,106001.99,7.0,1,0.8
LN03153,74594.25,101983.67000000001,9.5,2,1.37
LN03154,78643.22,86261.95,7.3,1,1.1
LN03155,116169.03,108075.26000000001,7.666666666666667,1,0.93
LN03156,126974.20999999999,89343.56,14.3,4,0.7
LN03157,51712.56,100681.61,10.0,2,1.95
LN03158,81554.01,57453.66,10.5,2,0.7
LN03159,108733.01999999999,108746.85,6.636363636363637,1,1.0
LN03160,35351.78,37551.6,0.0,0,1.06
LN03161,130766.5,95063.20999999999,10.6,3,0.73
LN03162,148459.81,85582.82,8.727272727272727,3,0.58
LN03163,80990.06999999999,66242.86,6.125,1,0.82
LN03164,100169.6,79684.14,7.333333333333333,1,0.8
LN03165,64528.64,84793.26,3.3333333333333335,0,1.31
LN03166,94518.18000000001,101803.89,9.555555555555555,2,1.08
LN03167,62647.35,53338.71000000001,6.6,1,0.85
LN03168,79083.84,74675.1,1.2857142857142858,0,0.94
LN03169,48462.76,42824.08,15.0,2,0.88
LN03170,65805.27,70548.69,7.875,2,1.07
LN03171,109240.9,100475.96,3.3,0,0.92
LN03172,59218.33,69275.17,2.1666666666666665,0,1.17
LN03173,67127.87,39629.630000000005,8.166666666666666,1,0.59
LN03174,102208.1,84570.91,9.6,3,0.83
LN03175,34424.09,27684.219999999998,3.25,0,0.8
LN03176,97820.06,71637.33,16.666666666666668,5,0.73
LN03177,27819.97,13040.69,1.5,0,0.47
LN03178,133240.44,97425.82,3.6666666666666665,0,0.73
LN03179,129939.8,122494.3,2.769230769230769,0,0.94
LN03180,12868.45,7119.87,0.0,0,0.55
LN03181,104012.8,99285.5,5.111111111111111,1,0.95
LN03182,77995.34,86804.22,5.142857142857143,0,1.11
LN03183,103813.28,65911.97,20.0,5,0.63
LN03184,99859.08,79782.24,5.375,1,0.8
LN03185,39686.15,39547.09,13.333333333333334,2,1.0
LN03186,73948.53,97703.06,12.875,3,1.32
LN03187,92113.02,88292.11,7.5,2,0.96
LN03188,100502.56,71322.96,6.25,1,0.71
LN03189,84672.63,43787.37,0.0,0,0.52
LN03190,45951.63,61877.73,1.5,0,1.35
LN03191,85034.20000000001,59907.26,11.666666666666666,2,0.7
LN03192,66945.26,71482.98,15.5,3,1.07
LN03193,30233.98,55028.100000000006,0.0,0,1.82
LN03194,136673.27,132588.56,8.285714285714286,2,0.97
LN03195,80100.15,93469.26000000001,4.125,1,1.17
LN03196,33776.75,38342.17,4.333333333333333,0,1.14
LN03197,82018.68,86391.48,2.2857142857142856,0,1.05
LN03198,176333.96000000002,153359.12,5.533333333333333,2,0.87
LN03199,107081.13,74012.96,5.222222222222222,1,0.69
LN03200,100475.72,73819.64,5.714285714285714,1,0.73
LN03201,61942.88,25078.16,10.0,1,0.4
LN03202,89634.86,114230.55,8.444444444444445,2,1.27
LN03203,34786.53,58586.66,5.0,0,1.68
LN03204,110603.77,92116.23,3.9,0,0.83
LN03205,87543.18000000001,66680.03,7.875,1,0.76
LN03206,85360.84,76480.75,8.571428571428571,1,0.9
LN03207,75205.26999999999,94576.85,8.571428571428571,2,1.26
LN03208,66642.17,64179.259999999995,7.571428571428571,1,0.96
LN03209,117992.25,108620.01000000001,6.666666666666667,1,0.92
LN03210,109689.90000000001,105020.39,7.0,2,0.96
LN03211,114877.95,117497.59,9.3,3,1.02
LN03212,72028.13,71603.6,8.0,1,0.99
LN03213,92426.76,125334.91,3.7857142857142856,1,1.36
LN03214,124462.33,130652.39,7.75,2,1.05
LN03215,55230.14,39946.72,14.0,2,0.72
LN03216,66429.86,68746.85,6.0,1,1.03
LN03217,120033.6,109515.23999999999,2.6363636363636362,0,0.91
LN03218,98688.41,91284.91,8.444444444444445,2,0.92
LN03219,110332.48,82409.65,10.0,2,0.75
LN03220,130652.31,64403.41,5.6,0,0.49
LN03221,44581.479999999996,57466.240000000005,0.0,0,1.29
LN03222,82466.07,91584.69,1.3,0,1.11
LN03223,139152.94,131329.24,16.916666666666668,6,0.94
LN03224,81551.36,77812.61,8.88888888888889,2,0.95
LN03225,102112.53,77108.35,6.636363636363637,2,0.76
LN03226,40829.119999999995,62857.729999999996,14.6,2,1.54
LN03227,116051.70999999999,103098.89,11.333333333333334,3,0.89
LN03228,109040.40999999999,76353.98,1.25,0,0.7
LN03229,115302.89,76863.96,7.0,1,0.67
LN03230,76428.56,67228.36,8.25,2,0.88
LN03231,68702.23999999999,39983.53,11.666666666666666,2,0.58
LN03232,139463.18,101459.65,8.0,2,0.73
LN03233,61478.7,52859.49,6.142857142857143,1,0.86
LN03234,63105.8,54433.85,6.0,1,0.86
LN03235,35642.56,36296.7,4.333333333333333,0,1.02
LN03236,119423.1,126229.47,4.7272727272727275,2,1.06
LN03237,118027.87,116452.59,5.0,1,0.99
LN03238,89261.68,105700.01000000001,4.0,0,1.18
LN03239,69003.9,50977.83,12.0,2,0.74
LN03240,65219.35,72190.63,6.142857142857143,1,1.11
LN03241,95978.3,142798.8,7.545454545454546,2,1.49
LN03242,109888.02,109845.36,8.11111111111111,2,1.0
LN03243,20260.42,56514.46,1.2,0,2.79
LN03244,43962.64,45391.18,2.5,0,1.03
LN03245,122900.42,127300.02,8.285714285714286,3,1.04
LN03246,106681.28,117522.42,4.9,1,1.1
LN03247,45604.42999999999,64475.12,11.0,2,1.41
LN03248,54012.62,111127.12,4.777777777777778,1,2.06
LN03249,59685.37,89314.2,3.2857142857142856,0,1.5
LN03250,77452.23,117848.48999999999,11.0,2,1.52
LN03251,46589.77,60460.46,11.25,2,1.3
LN03252,64392.8,62376.55,0.0,0,0.97
LN03253,95219.09999999999,86958.75,3.5555555555555554,0,0.91
LN03254,117060.57,84558.31999999999,6.9,2,0.72
LN03255,66939.34,58773.32,2.2857142857142856,0,0.88
LN03256,57917.3,62683.58,1.0,0,1.08
LN03257,100303.98,83079.01,9.875,2,0.83
LN03258,129230.09,98581.74,3.3,1,0.76
LN03259,59661.740000000005,82526.23,7.0,1,1.38
LN03260,64506.68,107988.48,3.2857142857142856,0,1.67
LN03261,70473.71,61159.61,0.5,0,0.87
LN03262,75848.9,67920.81,8.0,1,0.9
LN03263,53464.990000000005,51558.97,20.6,3,0.96
LN03264,68352.63,93599.12,7.777777777777778,2,1.37
LN03265,108610.94,106261.39,10.666666666666666,3,0.98
LN03266,157113.29,153217.44,7.923076923076923,3,0.98
LN03267,45275.86,62187.72,5.5,1,1.37
LN03268,109556.18,123352.99,7.454545454545454,2,1.13
LN03269,40030.91,50508.130000000005,6.666666666666667,1,1.26
LN03270,82619.77,83672.67,3.7142857142857144,0,1.01
LN03271,55382.45,67617.46,11.428571428571429,3,1.22
LN03272,61876.9,68833.35,2.6,0,1.11
LN03273,78223.98000000001,65303.58,8.166666666666666,1,0.83
LN03274,108052.98,104573.98000000001,2.375,0,0.97
LN03275,91434.06999999999,96503.88,5.75,1,1.06
LN03276,62772.96,54356.899999999994,6.142857142857143,1,0.87
LN03277,96962.16,96064.28,5.111111111111111,1,0.99
LN03278,103217.59,140248.93,6.615384615384615,1,1.36
LN03279,36243.92,40791.7,4.333333333333333,0,1.13
LN03280,66465.95,63303.490000000005,0.5,0,0.95
LN03281,79899.02,67662.25,5.375,1,0.85
LN03282,77082.59,87556.59999999999,8.75,2,1.14
LN03283,69705.63,55172.73,16.625,4,0.79
LN03284,86877.49,116091.51,1.7777777777777777,0,1.34
LN03285,119546.97,121266.3,10.6,3,1.01
LN03286,64083.55,63177.97,-4.5,1,0.99
LN03287,79102.5,107342.98000000001,2.2222222222222223,0,1.36
LN03288,24529.48,41511.009999999995,6.666666666666667,0,1.69
LN03289,72726.11,48534.33,7.142857142857143,1,0.67
LN03290,68362.76000000001,71895.22,13.625,3,1.05
LN03291,82459.48999999999,94211.9,10.666666666666666,3,1.14
LN03292,46178.78,78096.69,0.6,0,1.69
LN03293,84660.92,61254.28999999999,6.142857142857143,1,0.72
LN03294,121870.36,144716.62,10.76923076923077,4,1.19
LN03295,70506.28,66939.58,9.428571428571429,2,0.95
LN03296,130958.55,114503.45,3.6,0,0.87
LN03297,97789.47,85560.25,9.5,2,0.87
LN03298,80521.95999999999,87065.81,6.142857142857143,1,1.08
LN03299,32386.87,43993.54,9.2,1,1.36
LN03300,61295.34,40875.43,3.2,0,0.67
LN03301,65731.66,62898.83,7.166666666666667,1,0.96
LN03302,47906.71,96443.29000000001,7.142857142857143,1,2.01
LN03303,82100.07999999999,71600.74,6.571428571428571,1,0.87
LN03304,17340.71,18412.4,6.5,0,1.06
LN03305,28612.36,69509.55,8.0,1,2.43
LN03306,84945.23,64478.51,14.285714285714286,3,0.76
LN03307,54727.16,73117.72,5.714285714285714,1,1.34
LN03308,137029.5,99399.81,2.9,0,0.73
LN03309,46331.42,121058.65,11.444444444444445,3,2.61
LN03310,86590.59000000001,96035.67,6.875,1,1.11
LN03311,98205.01000000001,77834.65,7.875,2,0.79
LN03312,70131.93000000001,100802.56999999999,0.375,0,1.44
LN03313,90908.11,113318.67,6.2,1,1.25
LN03314,47495.18,53788.229999999996,10.75,1,1.13
LN03315,37897.07,64445.19,5.75,0,1.7
LN03316,77827.11,70659.47,8.25,2,0.91
LN03317,68977.27,58576.24,0.42857142857142855,0,0.85
LN03318,53144.49,36862.66,9.8,1,0.69
LN03319,7256.4400000000005,11875.25,15.0,1,1.64
LN03320,80434.7,105506.5,2.6,0,1.31
LN03321,33657.72,37227.96,3.3333333333333335,0,1.11
LN03322,70889.71,102535.06,2.875,0,1.45
LN03323,111882.81,109875.27,11.818181818181818,4,0.98
LN03324,52269.11,51638.37,4.0,0,0.99
LN03325,65642.49,56332.509999999995,5.142857142857143,1,0.86
LN03326,73683.91,54662.82,7.142857142857143,1,0.74
LN03327,100085.98,120363.93,6.3,1,1.2
LN03328,125785.12,92040.18000000001,14.0,4,0.73
LN03329,51164.68,77584.5,1.0,0,1.52
LN03330,104536.38,84129.22,21.25,5,0.8
LN03331,38113.17,24197.620000000003,14.333333333333334,1,0.63
LN03332,38427.82,73678.98,6.6,1,1.92
LN03333,132501.85,107227.44,4.0,1,0.81
LN03334,86177.58,74196.77,10.25,2,0.86
LN03335,151337.91,138994.36,9.153846153846153,3,0.92
LN03336,80423.67,78586.66,2.5555555555555554,0,0.98
LN03337,51851.06,60360.36,7.2,1,1.16
LN03338,109085.14,113724.61,2.111111111111111,0,1.04
LN03339,92202.33,59317.74,0.0,0,0.64
LN03340,77121.12,89237.78,3.857142857142857,1,1.16
LN03341,82119.91,74656.68,12.166666666666666,2,0.91
LN03342,43404.399999999994,42210.55,8.0,1,0.97
LN03343,90614.85,113410.95,9.9,3,1.25
LN03344,91369.1,76116.62,12.5,3,0.83
LN03345,43032.42,67415.56999999999,14.0,2,1.57
LN03346,84322.12,69451.13,5.75,1,0.82
LN03347,42258.81,69762.83,2.1666666666666665,0,1.65
LN03348,59992.939999999995,53674.88,6.0,1,0.89
LN03349,117592.54000000001,104286.68000000001,11.0,3,0.89
LN03350,76177.31,69956.38,1.2857142857142858,0,0.92
LN03351,18390.17,23695.78,3.3333333333333335,0,1.29
LN03352,47615.659999999996,70965.0,12.666666666666666,2,1.49
LN03353,37355.19,72145.33,6.666666666666667,1,1.93
LN03354,69299.95,40779.41,10.5,1,0.59
LN03355,92215.54000000001,88600.77,4.714285714285714,1,0.96
LN03356,111830.03,109264.51999999999,8.181818181818182,2,0.98
LN03357,40161.69,45992.92,10.75,1,1.15
LN03358,82003.3,68071.23,2.7142857142857144,0,0.83
LN03359,126634.79000000001,109104.75,8.25,3,0.86
LN03360,98245.12,69631.53,2.6666666666666665,0,0.71
LN03361,36472.79,37700.05,2.0,0,1.03
LN03362,66431.26,48962.57,10.0,1,0.74
LN03363,129490.17,112500.45,4.9,0,0.87
LN03364,102271.14,104676.96,10.666666666666666,3,1.02
LN03365,137080.35,156696.24,6.785714285714286,2,1.14
LN03366,79601.59,123893.5,4.777777777777778,1,1.56
LN03367,98384.43000000001,78158.0,10.857142857142858,2,0.79
LN03368,51366.490000000005,51827.26,16.666666666666668,3,1.01
LN03369,75069.47,66779.94,5.5,0,0.89
LN03370,71000.81,65588.22,4.714285714285714,0,0.92
LN03371,72674.4,68400.3,10.0,1,0.94
LN03372,140933.36,103061.84,4.416666666666667,1,0.73
LN03373,44875.93,54778.61,12.5,1,1.22
LN03374,48420.76,60429.799999999996,14.0,2,1.25
LN03375,99858.23,107132.23000000001,9.5,2,1.07
LN03376,66377.75,53171.78999999999,16.666666666666668,3,0.8
LN03377,30405.83,10391.439999999999,1.5,0,0.34
LN03378,76236.89,76338.84,6.0,1,1.0
LN03379,69425.22,78235.3,6.571428571428571,1,1.13
LN03380,59465.14,72404.68,1.875,0,1.22
LN03381,86829.22,86013.12000000001,8.625,2,0.99
LN03382,68844.13,60241.53999999999,0.6,0,0.88
LN03383,144819.41,119485.45,11.916666666666666,4,0.83
LN03384,83581.14,55269.93,1.8571428571428572,0,0.66
LN03385,87159.69,123071.05,9.125,2,1.41
LN03386,102079.73,78069.59999999999,4.3,1,0.76
LN03387,29677.8,51293.54,2.5,0,1.73
LN03388,26666.230000000003,48255.94,10.0,2,1.81
LN03389,83306.57,46395.92,11.428571428571429,2,0.56
LN03390,56155.119999999995,51761.79,11.666666666666666,2,0.92
LN03391,98186.45,112178.58,9.3,2,1.14
LN03392,80778.87,72844.02,2.7142857142857144,0,0.9
LN03393,94970.64,94778.82,1.5,0,1.0
LN03394,140008.12,104024.15,5.5,1,0.74
LN03395,55313.78,59545.79,0.5,0,1.08
LN03396,67932.14,72011.03,6.571428571428571,1,1.06
LN03397,78173.59,48242.94,2.1666666666666665,0,0.62
LN03398,84607.45,85955.25,1.4285714285714286,0,1.02
LN03399,48268.8,69643.54,18.333333333333332,3,1.44
LN03400,73668.67,85484.63,8.75,2,1.16
LN03401,59595.880000000005,69355.8,4.285714285714286,0,1.16
LN03402,81644.57,57597.73,2.0,0,0.71
LN03403,50728.97,64951.14,12.0,2,1.28
LN03404,99142.09,62256.01,3.2857142857142856,1,0.63
LN03405,96531.9,73434.2,5.75,1,0.76
LN03406,87636.85,80253.36,11.444444444444445,3,0.92
LN03407,24944.440000000002,39669.75,3.25,0,1.59
LN03408,34850.58,37655.63,4.333333333333333,0,1.08
LN03409,164569.56,92317.64,3.1818181818181817,0,0.56
LN03410,77849.25,74384.53,8.444444444444445,2,0.96
LN03411,17006.56,12721.47,0.0,0,0.75
LN03412,127520.16,137622.23,6.923076923076923,3,1.08
LN03413,8045.200000000001,17667.88,6.5,0,2.2
LN03414,78143.14,73019.07,12.875,3,0.93
LN03415,64661.69,44243.21,2.1666666666666665,0,0.68
LN03416,79518.78,75885.45,2.1666666666666665,0,0.95
LN03417,99076.31999999999,116075.70999999999,3.0,0,1.17
LN03418,57563.259999999995,86965.2,3.25,0,1.51
LN03419,111369.05,121701.51000000001,5.6,2,1.09
LN03420,140247.44,113037.79,7.545454545454546,2,0.81
LN03421,82667.56999999999,88322.73,5.888888888888889,1,1.07
LN03422,72611.63,75442.05,10.222222222222221,2,1.04
LN03423,83431.14,80189.88,4.714285714285714,0,0.96
LN03424,46403.27,61941.43,6.666666666666667,1,1.33
LN03425,46584.03,47152.97,15.0,2,1.01
LN03426,77161.56999999999,94129.41,7.875,2,1.22
LN03427,44397.090000000004,65396.74,3.8333333333333335,0,1.47
LN03428,41997.49,72887.94,3.8333333333333335,0,1.74
LN03429,119921.67,137936.33,3.0,1,1.15
LN03430,144864.64,155781.4,7.071428571428571,2,1.08
LN03431,53670.36,59298.96,8.6,1,1.1
LN03432,143707.99,134937.16,11.583333333333334,4,0.94
LN03433,65421.59,73519.12,5.5,0,1.12
LN03434,70514.51000000001,118225.06999999999,5.888888888888889,1,1.68
LN03435,122577.09,105198.68,4.3,1,0.86
LN03436,67218.05,50262.130000000005,10.0,1,0.75
LN03437,106689.86,110296.0,16.0,5,1.03
LN03438,94654.22,88793.33,7.9,2,0.94
LN03439,88264.86,66035.75,7.0,1,0.75
LN03440,130162.56,130050.51000000001,10.833333333333334,4,1.0
LN03441,94406.53,36074.36,7.142857142857143,1,0.38
LN03442,59819.990000000005,62862.6,12.6,2,1.05
LN03443,63413.37,55768.94,20.5,4,0.88
LN03444,131650.64,118100.2,4.545454545454546,1,0.9
LN03445,51457.590000000004,90321.7,5.5,0,1.76
LN03446,89681.11,94233.17,1.7777777777777777,0,1.05
LN03447,31782.92,19622.11,0.0,0,0.62
LN03448,139184.33,152741.63,3.8333333333333335,0,1.1
LN03449,46092.86,82816.78,1.0,0,1.8
LN03450,67914.81,67787.97,6.6,1,1.0
LN03451,79084.64,74874.62,0.5,0,0.95
LN03452,73279.66,85064.78,10.428571428571429,2,1.16
LN03453,115555.28,76793.45999999999,8.444444444444445,2,0.66
LN03454,30422.15,43496.79,20.0,2,1.43
LN03455,81269.12999999999,55852.05,5.0,0,0.69
LN03456,111818.08,117746.67,7.545454545454546,2,1.05
LN03457,103255.87,104180.09,1.4444444444444444,0,1.01
LN03458,19587.62,20009.27,10.0,1,1.02
LN03459,50768.87,61868.82,3.2,0,1.22
LN03460,50250.93,49274.740000000005,7.666666666666667,1,0.98
LN03461,72022.01,124134.91,4.444444444444445,1,1.72
LN03462,23984.47,24765.01,1.5,0,1.03
LN03463,53939.29,71557.26,7.5,1,1.33
LN03464,103930.11,102474.01000000001,5.111111111111111,1,0.99
LN03465,100360.19,83174.2,4.0,1,0.83
LN03466,37978.729999999996,41522.17,10.0,1,1.09
LN03467,108352.66,111824.56,7.777777777777778,2,1.03
LN03468,44777.049999999996,48455.520000000004,1.0,0,1.08
LN03469,97924.8,82734.48,12.375,3,0.84
LN03470,107228.23000000001,84948.59,4.444444444444445,1,0.79
LN03471,40926.21,54970.89,2.5,0,1.34
LN03472,87853.0,59912.43,9.428571428571429,2,0.68
LN03473,75436.95,33292.37,24.0,4,0.44
LN03474,44694.99,45582.32,6.0,1,1.02
LN03475,130426.14,112953.98000000001,6.222222222222222,1,0.87
LN03476,86935.03,63915.46,6.142857142857143,1,0.74
LN03477,77115.81,70009.03,9.5,2,0.91
LN03478,111760.55,108131.75,3.9,1,0.97
LN03479,113947.39,114571.8,10.272727272727273,3,1.01
LN03480,93380.04000000001,120060.12,16.0,5,1.29
LN03481,92881.26999999999,78546.35,3.625,0,0.85
LN03482,34321.39,30347.72,0.6,0,0.88
LN03483,46692.12,49719.17,17.5,2,1.06
LN03484,118805.83,130056.5,7.153846153846154,2,1.09
LN03485,46146.869999999995,50865.42,0.0,0,1.1
LN03486,28302.97,33381.35,10.75,1,1.18
LN03487,66194.35,77516.55,4.714285714285714,0,1.17
LN03488,71252.98,95640.93,7.875,2,1.34
LN03489,46654.39,21677.12,5.2,0,0.46
LN03490,72362.15,64638.130000000005,12.88888888888889,3,0.89
LN03491,81705.5,44156.93,0.42857142857142855,0,0.54
LN03492,105126.7,104665.51000000001,4.818181818181818,1,1.0
LN03493,90520.72,72246.58,6.625,1,0.8
LN03494,85807.44,64975.619999999995,10.5,2,0.76
LN03495,121808.27,120660.73999999999,14.0,6,0.99
LN03496,38434.8,55300.74,8.25,1,1.44
LN03497,64843.4,100175.57,6.125,1,1.54
LN03498,25416.24,35797.18,7.5,0,1.41
LN03499,65147.89,70143.47,13.285714285714286,3,1.08
LN03500,83587.47,74768.56,1.4285714285714286,0,0.89
LN03501,78474.36,46542.990000000005,5.5,1,0.59
LN03502,91479.3,89469.56,4.545454545454546,1,0.98
LN03503,41130.689999999995,29960.95,1.5,0,0.73
LN03504,118514.13,110910.86,8.75,2,0.94
LN03505,80831.11,108115.79000000001,8.88888888888889,2,1.34
LN03506,18651.29,30616.769999999997,15.0,1,1.64
LN03507,63845.49,78380.38,8.571428571428571,1,1.23
LN03508,101563.98000000001,115433.87,7.916666666666667,2,1.14
LN03509,74566.25,53702.04,2.1666666666666665,0,0.72
LN03510,86727.85,79303.24,6.222222222222222,1,0.91
LN03511,158322.53,127773.23,11.857142857142858,5,0.81
LN03512,57516.979999999996,47205.0,6.571428571428571,1,0.82
LN03513,137603.8,150109.83000000002,5.7272727272727275,1,1.09
LN03514,131904.61,150845.97,4.3076923076923075,1,1.14
LN03515,67940.12,69324.61,7.0,1,1.02
LN03516,93536.91,64564.77,6.25,1,0.69
LN03517,84190.81,93708.0,6.571428571428571,1,1.11
LN03518,51916.4,56904.89,10.75,1,1.1
LN03519,85396.77,70050.44,7.666666666666667,1,0.82
LN03520,145281.47,105255.32,8.25,2,0.72
LN03521,129817.35,104673.54,5.3,0,0.81
LN03522,118884.85,74471.11,6.6,1,0.63
LN03523,80915.58,52160.520000000004,11.666666666666666,2,0.64
LN03524,68094.24,63446.82,11.666666666666666,2,0.93
LN03525,118746.44,129422.23,5.25,2,1.09
LN03526,55248.03,64942.13,8.333333333333334,1,1.18
LN03527,40820.35,68460.86,7.666666666666667,1,1.68
LN03528,98920.5,63715.780000000006,8.571428571428571,2,0.64
LN03529,42041.15,67895.16,-2.8333333333333335,1,1.61
LN03530,46063.59,70709.66,0.5,0,1.54
LN03531,88491.39,84386.94,9.222222222222221,2,0.95
LN03532,109799.36,95184.3,11.11111111111111,3,0.87
LN03533,57865.55,81062.41,3.2857142857142856,0,1.4
LN03534,168364.52000000002,172273.57,9.214285714285714,3,1.02
LN03535,101946.0,160038.19,7.153846153846154,2,1.57
LN03536,115632.84,95879.77,4.777777777777778,1,0.83
LN03537,111568.13,93537.28,2.0,0,0.84
LN03538,90958.09999999999,72048.34,5.714285714285714,1,0.79
LN03539,51021.1,47533.52,8.6,1,0.93
LN03540,48463.1,106192.26999999999,4.125,0,2.19
LN03541,132496.63,125166.45,4.3,0,0.94
LN03542,31445.47,52970.38,23.25,3,1.68
LN03543,68641.08,95736.58,5.142857142857143,1,1.39
LN03544,119841.19,64409.19,3.5454545454545454,1,0.54
LN03545,73898.22,72385.12999999999,5.5,1,0.98
LN03546,113760.75,85048.68000000001,17.0,4,0.75
LN03547,46140.9,49579.14,8.0,1,1.07
LN03548,116573.57,102552.51000000001,8.0,2,0.88
LN03549,100848.62000000001,79047.52,2.3,0,0.78
LN03550,112285.33,100303.1,8.6,2,0.89
LN03551,91851.22,73656.03,5.142857142857143,1,0.8
LN03552,92106.64,87652.83,5.0,1,0.95
LN03553,73244.01,73250.73999999999,10.857142857142858,2,1.0
LN03554,59647.71,83265.99,6.142857142857143,1,1.4
LN03555,63902.22,72817.81,6.142857142857143,1,1.14
LN03556,83947.46,87912.13,8.571428571428571,2,1.05
LN03557,39130.15,77210.44,2.6,0,1.97
LN03558,72022.84,64283.92,12.166666666666666,2,0.89
LN03559,55845.72,67625.08,1.5,0,1.21
LN03560,84575.51,118263.45,2.888888888888889,0,1.4
LN03561,9018.79,23980.03,15.0,1,2.66
LN03562,54973.35,60730.280000000006,2.6,0,1.1
LN03563,22986.53,29030.02,6.5,0,1.26
LN03564,94081.51,99985.26,12.555555555555555,3,1.06
LN03565,54038.04,64145.72,3.8333333333333335,0,1.19
LN03566,166439.24,172500.73,5.8125,1,1.04
LN03567,31258.86,18979.72,15.0,1,0.61
LN03568,77337.02,82995.03,3.2857142857142856,0,1.07
LN03569,73913.81,104980.92,7.5,1,1.42
LN03570,68291.46,38822.47,0.6,0,0.57
