loan_id,customer_id,branch_id,loan_type,application_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag
LN04476,CUST04322,BR033,Personal,2026-07-17,427841.01,9.76,120,626,Rejected,0
LN03682,CUST06432,BR014,Home,2026-02-13,47283.79,15.6,120,542,Rejected,0
LN00031,CUST03005,BR014,Vehicle,2025-07-30,445949.93,8.31,120,891,Closed,0
LN00235,CUST06287,BR024,Vehicle,2024-09-08,398186.35,10.88,12,672,Active,0
LN00425,CUST07253,BR044,Education,2025-09-13,406145.54,6.37,12,792,Rejected,0
LN03419,CUST05158,BR045,Home,2026-08-18,87713.02,17.83,12,645,Closed,0
LN02350,CUST07321,BR003,Vehicle,2025-09-02,448877.91,16.43,36,423,Defaulted,1
LN03329,CUST06614,BR034,Education,2025-04-08,394117.07,15.54,36,629,Closed,0
LN01891,CUST04445,BR047,Personal,2026-02-04,32713.1,14.17,120,620,Approved,0
LN04809,CUST04586,BR009,Personal,2026-03-08,404905.39,6.23,60,469,Rejected,0
LN04795,CUST02941,BR022,Vehicle,2026-08-11,366996.95,12.81,36,838,Defaulted,1
LN04619,CUST08469,BR047,Education,2026-07-19,158359.06,17.07,12,514,Closed,0
LN03098,CUST02235,BR006,Personal,2026-04-23,56886.24,10.1,60,597,Defaulted,1
LN02965,CUST03807,BR001,Vehicle,2026-08-16,299583.48,16.32,12,866,Active,0
LN02801,CUST06376,BR037,Vehicle,2026-08-17,196482.21,17.12,60,674,Rejected,0
LN00651,CUST05713,BR020,Home,2025-05-20,171558.97,14.22,24,391,Approved,0
LN03296,CUST03866,BR005,Home,2026-02-14,261359.63,8.68,36,559,Defaulted,1
LN05294,CUST03854,BR024,Vehicle,2026-04-12,172431.21,17.25,24,589,Closed,0
LN04065,CUST08841,BR041,Education,2025-09-12,123672.64,13.82,12,857,Active,0
LN02411,CUST06900,BR008,Personal,2025-03-22,291441.16,6.88,12,617,Approved,0
LN04090,CUST09555,BR026,Personal,2025-07-14,428868.73,6.56,12,528,Active,0
LN00104,CUST07215,BR038,Education,2026-02-20,375115.05,7.73,12,519,Rejected,0
LN00479,CUST03974,BR012,Home,2026-01-03,489930.87,7.65,24,865,Approved,0
LN02366,CUST00161,BR000,Vehicle,2025-10-02,60376.2,17.39,120,811,Defaulted,1
LN04273,CUST05415,BR019,Home,2025-09-24,343330.16,6.87,120,552,Defaulted,1
LN04642,CUST06509,BR022,Personal,2026-01-12,393275.08,12.6,12,434,Defaulted,1
LN03225,CUST05621,BR038,Education,2026-07-17,300988.64,12.39,36,805,Closed,0
LN03509,CUST08120,BR008,Education,2025-04-30,456456.53,11.28,60,728,Defaulted,1
LN02595,CUST09786,BR017,Personal,2025-05-26,132447.67,15.42,60,713,Defaulted,1
LN00799,CUST06809,BR003,Education,2026-03-02,83719.79,13.17,24,702,Closed,0
LN04188,CUST07427,BR013,Education,2025-11-12,36174.17,8.73,120,621,Defaulted,1
LN03121,CUST05647,BR003,Home,2026-07-25,65565.18,13.73,120,613,Active,0
LN02569,CUST99999,BR023,Education,2024-11-18,249772.11,13.7,36,549,Defaulted,1
LN00631,CUST09337,BR001,Personal,2026-07-17,400769.6,15.97,60,649,Defaulted,1
LN00907,CUST01604,BR011,Education,2026-04-25,104024.9,6.53,60,857,Rejected,0
LN00845,CUST03812,BR040,Home,2025-08-05,280151.97,10.47,120,311,Closed,0
LN01757,CUST05178,BR023,Home,2025-10-31,51066.13,13.07,120,641,Active,0
LN00065,CUST04297,BR042,Education,2026-08-25,171134.19,14.43,24,671,Defaulted,1
LN01199,CUST01386,BR011,Personal,2025-06-15,80880.9,11.33,120,428,Rejected,0
LN01242,CUST04203,BR024,Personal,2025-01-03,391704.37,8.24,24,833,Approved,0
LN05717,CUST04435,BR000,Vehicle,2025-09-22,368860.27,6.66,24,338,Approved,0
LN03492,CUST04557,BR005,Education,2025-07-16,415321.49,7.81,12,579,Approved,0
LN04934,CUST09323,BR010,Personal,2026-09-03,271539.13,13.56,24,388,Approved,0
LN04770,CUST01106,BR014,Vehicle,2026-07-06,94567.04,7.96,60,462,Approved,0
LN03839,CUST07829,BR000,Personal,2025-02-23,190753.46,15.19,36,799,Closed,0
LN03206,CUST08662,BR018,Personal,2025-10-08,403839.92,12.18,24,535,Active,0
LN01612,CUST01895,BR031,Home,2024-11-23,466922.98,11.78,24,598,Active,0
LN04819,CUST08090,BR049,Home,2026-02-18,86848.51,8.67,120,345,Closed,0
LN03939,CUST04188,BR025,Home,2025-01-28,401042.83,11.09,60,730,Defaulted,1
LN01191,CUST02969,BR036,Home,2025-10-20,11238.5,11.91,24,771,Rejected,0
LN03966,CUST03904,BR049,Personal,2025-08-28,25602.45,8.2,36,587,Rejected,0
LN01293,CUST05085,BR010,Home,2025-09-07,199907.51,10.25,24,346,Closed,0
LN05415,CUST06683,BR023,Personal,2026-08-04,488886.95,7.08,24,373,Rejected,0
LN04912,CUST08207,BR039,Vehicle,2025-02-01,334172.6,14.84,120,734,Active,0
LN00063,CUST05675,BR011,Personal,2025-10-29,38810.05,7.88,120,581,Closed,0
LN04103,CUST09732,BR005,Education,2025-11-01,244869.39,13.74,12,403,Rejected,0
LN03511,CUST03252,BR001,Vehicle,2026-03-23,387657.02,14.42,120,493,Defaulted,1
LN01537,CUST02255,BR005,Vehicle,2026-05-03,273447.75,13.71,24,838,Defaulted,1
LN03323,CUST08680,BR018,Personal,2025-06-05,34102.61,17.92,24,722,Closed,0
LN01219,CUST05408,BR010,Vehicle,2024-09-17,232955.41,16.59,120,718,Active,0
LN02497,CUST07097,BR008,Personal,2026-05-29,334623.47,14.35,12,345,Closed,0
LN00585,CUST04748,BR007,Personal,2026-08-07,182395.18,12.6,60,509,Approved,0
LN02967,CUST09493,BR032,Vehicle,2024-10-21,369593.35,12.43,24,812,Defaulted,1
LN05492,CUST04818,BR024,Home,2024-12-18,205194.11,6.91,60,856,Active,0
LN02495,CUST07521,BR011,Home,2026-04-29,493121.23,6.94,36,453,Defaulted,1
LN00803,CUST01646,BR032,Vehicle,2025-03-16,234796.46,13.18,36,528,Approved,0
LN05771,CUST02741,BR004,Vehicle,2025-09-12,209926.94,15.41,60,541,Active,0
LN01018,CUST03476,BR004,Vehicle,2026-05-05,342391.81,15.64,60,895,Rejected,0
LN02429,CUST04283,BR016,Personal,2026-02-04,339597.88,12.87,120,527,Active,0
LN00785,CUST06493,BR000,Home,2024-10-13,485825.5,10.15,12,643,Approved,0
LN03920,CUST04507,BR004,Personal,2025-05-28,374697.66,7.44,120,618,Closed,0
LN00019,CUST03385,BR016,Home,2024-11-19,223140.3,10.14,36,655,Rejected,0
LN01096,CUST03335,BR025,Personal,2025-03-17,38631.19,17.06,12,596,Closed,0
LN01654,CUST03665,BR008,Education,2025-09-01,348551.08,12.72,120,636,Defaulted,1
LN04952,CUST08635,BR040,Vehicle,2024-10-30,491066.0,9.86,24,616,Active,0
LN02478,CUST01753,BR003,Personal,2026-04-04,370206.75,6.64,24,889,Approved,0
LN05901,CUST08997,BR028,Education,2024-11-23,100736.21,7.15,36,431,Rejected,0
LN04853,CUST03092,BR004,Personal,2024-12-27,50278.78,8.74,120,869,Rejected,0
LN01338,CUST08190,BR024,Home,2024-12-13,23538.58,7.69,36,767,Rejected,0
LN01651,CUST04790,BR041,Home,2025-12-04,358972.11,10.76,12,874,Closed,0
LN01888,CUST09873,BR011,Home,2026-06-10,473411.6,9.23,120,495,Active,0
LN02462,CUST09614,BR001,Vehicle,2025-05-31,232918.19,12.3,12,798,Closed,0
LN02623,CUST01715,BR036,Vehicle,2025-12-24,29719.94,12.31,36,884,Approved,0
LN05683,CUST05454,BR038,Vehicle,2024-11-21,93005.57,17.86,12,310,Defaulted,1
LN05864,CUST05325,BR034,Vehicle,2025-09-10,267809.95,10.28,120,648,Defaulted,1
LN04045,CUST01812,BR023,Home,2025-10-01,313271.95,8.56,60,477,Rejected,0
LN05912,CUST06430,BR039,Home,2026-03-28,448752.89,12.18,60,662,Defaulted,1
LN02474,CUST04260,BR024,Personal,2025-10-07,487558.51,13.17,60,681,Defaulted,1
LN02608,CUST07544,BR031,Vehicle,2026-03-10,355399.49,9.93,120,802,Approved,0
LN00516,CUST00395,BR008,Home,2024-12-21,427595.9,16.75,120,670,Active,0
LN01149,CUST07083,BR025,Education,2025-04-24,97481.12,14.99,12,510,Closed,0
LN00273,CUST99999,BR038,Vehicle,2026-08-30,42843.76,12.18,24,877,Closed,0
LN03583,CUST03664,BR021,Education,2025-10-05,399826.05,14.4,12,391,Closed,0
LN01249,CUST02322,BR037,Personal,2024-12-09,191875.32,14.39,12,336,Closed,0
LN03942,CUST05552,BR045,Home,2025-11-03,124294.62,13.41,12,401,Active,0
LN04983,CUST05197,BR047,Education,2025-02-12,304864.58,15.93,36,485,Rejected,0
LN01084,CUST07311,BR039,Personal,2026-08-23,400656.92,15.8,36,325,Approved,0
LN00040,CUST05393,BR048,Personal,2026-05-26,399618.95,17.88,36,364,Closed,0
LN01896,CUST07102,BR036,Vehicle,2024-09-24,142218.39,13.99,12,476,Rejected,0
LN05151,CUST07707,BR047,Education,2025-09-26,279117.85,16.27,120,849,Active,0
LN03851,CUST07552,BR048,Vehicle,2026-04-06,259203.18,12.62,60,742,Approved,0
LN00052,CUST08226,BR013,Education,2025-06-30,117702.35,12.82,36,504,Defaulted,1
LN04909,CUST08151,BR011,Vehicle,2025-10-15,164997.81,17.29,24,749,Active,0
LN02777,CUST03451,BR003,Personal,2025-12-19,28695.27,14.84,24,535,Active,0
LN02243,CUST05978,BR035,Vehicle,2025-01-19,401387.08,10.33,36,427,Rejected,0
LN02172,CUST02672,BR038,Personal,2025-02-22,427548.39,15.7,120,523,Defaulted,1
LN03023,CUST00882,BR032,Education,2026-01-26,441812.27,6.76,12,638,Approved,0
LN00297,CUST04642,BR040,Vehicle,2025-03-05,413283.87,6.66,24,562,Active,0
LN00970,CUST05373,BR005,Personal,2026-04-22,218623.19,15.52,12,628,Rejected,0
LN00665,CUST07449,BR027,Home,2026-09-07,49881.26,15.94,36,771,Defaulted,1
LN04129,CUST02850,BR046,Personal,2025-05-19,163410.75,12.18,12,619,Rejected,0
LN02557,CUST06063,BR048,Home,2024-12-13,56168.97,17.18,36,515,Active,0
LN00619,CUST08053,BR012,Home,2026-05-24,429245.29,6.25,36,628,Approved,0
LN05955,CUST04136,BR035,Vehicle,2025-08-28,42907.31,13.72,36,865,Approved,0
LN01311,CUST07126,BR032,Education,2025-12-10,332395.91,8.63,120,823,Approved,0
LN03924,CUST08328,BR005,Home,2025-09-22,129421.39,15.81,120,644,Approved,0
LN04670,CUST07566,BR021,Home,2026-06-03,423954.78,7.53,24,532,Active,0
LN01094,CUST04926,BR039,Vehicle,2025-05-16,374446.0,6.2,120,619,Active,0
LN01005,CUST03876,BR045,Vehicle,2025-11-20,291805.16,17.71,24,462,Defaulted,1
LN01511,CUST03342,BR031,Personal,2025-12-07,330361.76,9.66,12,746,Closed,0
LN03456,CUST09171,BR048,Vehicle,2024-12-21,202542.78,11.24,12,871,Rejected,0
LN05161,CUST04443,BR036,Home,2025-01-02,252213.98,9.54,60,755,Rejected,0
LN05558,CUST00571,BR041,Home,2025-07-09,324586.66,10.99,36,414,Approved,0
LN03869,CUST00060,BR048,Personal,2025-06-30,280827.69,14.71,36,755,Active,0
LN05129,CUST06502,BR008,Home,2026-07-12,104685.64,16.2,24,534,Closed,0
LN01351,CUST08896,BR039,Education,2024-10-08,491309.64,10.3,12,639,Active,0
LN03877,CUST02854,BR008,Vehicle,2025-10-11,480694.4,9.75,12,494,Closed,0
LN04936,CUST04042,BR043,Personal,2024-12-19,317448.35,11.48,60,886,Approved,0
LN02103,CUST03850,BR045,Education,2026-06-05,495328.21,7.52,24,572,Defaulted,1
LN05965,CUST03720,BR009,Personal,2025-10-05,187581.21,16.76,24,324,Approved,0
LN02656,CUST07358,BR046,Home,2025-12-29,288795.32,6.33,24,648,Rejected,0
LN04137,CUST08305,BR008,Home,2025-06-11,62435.23,17.46,120,344,Closed,0
LN04542,CUST06511,BR032,Education,2025-09-23,418776.83,17.23,36,552,Defaulted,1
LN05906,CUST03225,BR041,Personal,2026-04-08,259282.74,13.69,36,581,Defaulted,1
LN05711,CUST03998,BR044,Personal,2026-06-25,108315.4,17.63,12,726,Closed,0
LN05066,CUST03966,BR029,Vehicle,2025-01-15,250792.74,11.68,12,480,Closed,0
LN02014,CUST02368,BR039,Vehicle,2026-01-29,230347.94,7.59,12,676,Defaulted,1
LN00607,CUST01852,BR034,Home,2026-05-30,311317.75,8.31,12,774,Active,0
LN01705,CUST08321,BR026,Personal,2024-10-16,169830.68,6.91,12,611,Closed,0
LN04616,CUST09803,BR012,Vehicle,2026-04-14,369879.17,8.11,24,639,Defaulted,1
LN05860,CUST05966,BR049,Home,2026-01-29,82855.35,17.14,120,303,Rejected,0
LN03363,CUST09968,BR047,Personal,2025-04-06,398738.97,15.9,36,662,Defaulted,1
LN05967,CUST04212,BR005,Vehicle,2026-01-14,142898.54,12.38,12,632,Rejected,0
LN01853,CUST09218,BR029,Vehicle,2026-04-07,55049.59,7.83,120,811,Approved,0
LN00000,CUST07270,BR001,Vehicle,2026-01-17,34462.02,17.88,60,310,Active,0
LN04620,CUST04647,BR014,Vehicle,2024-10-03,108176.55,14.51,120,715,Closed,0
LN04555,CUST05884,BR006,Vehicle,2024-12-23,286270.57,16.39,36,694,Rejected,0
LN00352,CUST07992,BR004,Personal,2026-07-09,431696.2,8.38,36,618,Active,0
LN00876,CUST08915,BR038,Personal,2025-05-14,421637.81,7.56,24,626,Defaulted,1
LN05056,CUST08832,BR009,Education,2026-01-08,203593.38,15.34,120,430,Active,0
LN04156,CUST02258,BR036,Home,2025-01-05,498413.67,6.27,36,693,Closed,0
LN04021,CUST01505,BR034,Home,2026-03-03,132019.78,8.63,12,731,Closed,0
LN00726,CUST04261,BR026,Home,2025-04-25,105086.4,9.2,120,509,Closed,0
LN05850,CUST09269,BR004,Home,2026-05-11,200347.18,12.3,24,305,Closed,0
LN01498,CUST05346,BR048,Vehicle,2026-07-03,31264.38,6.39,12,466,Defaulted,1
LN01812,CUST00574,BR049,Personal,2025-03-08,480364.78,15.3,24,486,Closed,0
LN01814,CUST07848,BR039,Vehicle,2024-09-27,391487.45,6.33,24,626,Approved,0
LN04332,CUST04135,BR042,Home,2026-08-23,407048.54,8.05,24,393,Approved,0
LN00357,CUST04495,BR006,Home,2025-10-29,79496.13,11.54,60,322,Approved,0
LN02224,CUST06511,BR034,Home,2025-08-12,233557.62,6.85,36,899,Defaulted,1
LN00716,CUST04530,BR026,Personal,2026-03-21,83575.29,12.53,36,775,Active,0
LN00724,CUST07002,BR001,Education,2025-07-17,397074.65,15.34,60,411,Rejected,0
LN02405,CUST06397,BR019,Vehicle,2025-05-22,41543.69,8.63,60,869,Active,0
LN00285,CUST03436,BR003,Personal,2025-08-14,220642.55,12.94,36,313,Closed,0
LN05351,CUST09356,BR011,Home,2024-09-30,91066.4,14.6,120,361,Active,0
LN05981,CUST00495,BR046,Education,2025-11-10,19177.84,7.74,120,814,Rejected,0
LN05579,CUST08516,BR049,Home,2025-03-11,215073.03,17.21,12,399,Closed,0
LN02226,CUST01246,BR022,Vehicle,2025-08-31,81724.21,9.67,120,756,Closed,0
LN02083,CUST00536,BR007,Personal,2025-01-06,284322.14,10.7,60,605,Rejected,0
LN00414,CUST07404,BR039,Education,2025-02-24,427035.02,14.41,36,675,Defaulted,1
LN01586,CUST00213,BR027,Vehicle,2025-05-21,429114.7,17.4,12,884,Active,0
LN00857,CUST02590,BR047,Vehicle,2026-04-14,416768.06,10.76,120,309,Defaulted,1
LN03885,CUST00661,BR019,Education,2026-04-22,244564.08,13.99,24,786,Defaulted,1
LN04945,CUST02229,BR005,Education,2025-01-20,498295.82,7.0,60,634,Active,0
LN00372,CUST04777,BR014,Education,2025-11-09,12275.8,13.46,60,732,Active,0
LN02544,CUST02551,BR008,Education,2025-03-21,436498.53,15.69,60,324,Active,0
LN03198,CUST05793,BR012,Education,2025-12-30,-10646.74,6.65,120,619,Rejected,0
LN04028,CUST03439,BR000,Vehicle,2026-01-28,126150.34,14.05,24,840,Rejected,0
LN05985,CUST02120,BR040,Vehicle,2026-06-20,216624.01,14.61,60,841,Active,0
LN04777,CUST02415,BR038,Home,2026-02-24,295149.23,7.82,12,427,Closed,0
LN04465,CUST03924,BR036,Personal,2025-02-21,326290.36,11.9,120,856,Rejected,0
LN03619,CUST04796,BR013,Home,2025-07-12,242079.07,6.14,24,831,Approved,0
LN00662,CUST01015,BR024,Personal,2026-06-25,384904.64,12.62,24,544,Active,0
LN02218,CUST05510,BR031,Education,2025-06-10,260930.89,12.82,12,708,Defaulted,1
LN05975,CUST00924,BR048,Education,2025-12-13,420815.55,8.49,60,647,Active,0
LN03751,CUST00082,BR013,Vehicle,2025-04-30,29854.57,12.67,60,785,Approved,0
LN00518,CUST08082,BR025,Personal,2024-12-06,480819.23,9.71,60,397,Active,0
LN05530,CUST07987,BR003,Vehicle,2025-09-21,309492.24,11.15,60,724,Defaulted,1
LN01284,CUST08820,BR048,Education,2025-01-21,408428.93,15.36,36,625,Active,0
LN01450,CUST09017,BR019,Personal,2025-12-24,276676.01,11.61,24,675,Closed,0
LN02239,CUST08561,BR003,Vehicle,2024-12-06,159843.27,8.51,120,731,Closed,0
LN00069,CUST01016,BR040,Home,2025-04-23,388354.73,16.87,60,472,Approved,0
LN01371,CUST03564,BR048,Vehicle,2025-11-29,197919.42,16.2,60,697,Active,0
LN02435,CUST09067,BR023,Vehicle,2024-11-12,208946.14,16.95,120,592,Rejected,0
LN03832,CUST00679,BR021,Personal,2025-02-01,243762.71,6.39,60,876,Approved,0
LN00732,CUST03177,BR011,Personal,2026-09-08,113670.68,13.53,120,885,Defaulted,1
LN00879,CUST06283,BR019,Vehicle,2024-11-09,101535.87,14.8,36,774,Rejected,0
LN01374,CUST00824,BR044,Education,2026-04-18,435133.24,9.11,60,801,Active,0
LN02762,CUST00193,BR024,Vehicle,2025-01-31,419894.9,8.77,36,623,Approved,0
LN04089,CUST04933,BR012,Home,2026-06-07,58697.56,16.15,12,598,Approved,0
LN02030,CUST09793,BR041,Vehicle,2025-07-14,284382.43,8.91,12,398,Rejected,0
LN01001,CUST00827,BR032,Education,2024-12-15,161788.52,17.51,12,678,Rejected,0
LN03577,CUST03072,BR004,Personal,2025-11-20,322080.5,6.26,24,383,Defaulted,1
LN00592,CUST09086,BR007,Vehicle,2025-06-09,227006.55,9.91,120,388,Defaulted,1
LN04085,CUST03046,BR021,Vehicle,2024-12-28,298639.48,11.59,36,397,Approved,0
LN04201,CUST00206,BR000,Home,2024-11-12,50995.07,9.55,36,457,Closed,0
LN00449,CUST05878,BR038,Home,2024-10-08,83056.88,16.43,24,600,Rejected,0
LN01558,CUST00526,BR020,Education,2025-05-23,32505.72,9.26,12,850,Closed,0
LN03766,CUST01364,BR049,Personal,2025-01-22,449937.23,8.61,24,635,Defaulted,1
LN02410,CUST02610,BR044,Education,2025-04-16,129957.26,10.63,60,305,Rejected,0
LN05598,CUST07686,BR003,Home,2026-02-28,273282.03,10.1,120,810,Approved,0
LN03788,CUST05039,BR014,Education,2025-10-30,282839.41,9.9,120,511,Active,0
LN04801,CUST08975,BR047,Vehicle,2025-05-03,265483.42,6.25,12,486,Active,0
LN05398,CUST05979,BR026,Personal,2025-09-15,155859.27,7.5,120,627,Rejected,0
LN01518,CUST03093,BR031,Vehicle,2025-10-31,148094.58,14.6,120,319,Active,0
LN02723,CUST05374,BR026,Home,2025-02-11,83669.48,10.62,120,595,Defaulted,1
LN04569,CUST08662,BR012,Personal,2025-08-18,466641.99,8.76,120,447,Approved,0
LN02839,CUST00989,BR035,Home,2026-02-17,129242.72,10.31,120,367,Defaulted,1
LN00299,CUST08208,BR014,Home,2025-02-26,58234.4,12.73,12,884,Active,0
LN01389,CUST99999,BR003,Education,2025-09-08,372314.78,10.54,24,848,Defaulted,1
LN04707,CUST03575,BR001,Vehicle,2026-07-23,101598.32,15.92,120,681,Approved,0
LN05661,CUST02212,BR024,Education,2025-01-14,168835.66,16.82,24,840,Closed,0
LN02001,CUST06813,BR006,Personal,2025-06-30,232427.15,8.23,60,651,Rejected,0
LN00909,CUST99999,BR032,Vehicle,2025-06-30,36311.62,11.47,120,438,Active,0
LN04198,CUST08566,BR039,Personal,2025-07-26,435317.03,15.54,36,846,Defaulted,1
LN03080,CUST00695,BR037,Education,2024-11-22,291096.63,16.88,36,384,Approved,0
LN05032,CUST06911,BR011,Home,2026-03-21,260606.99,6.95,36,779,Approved,0
LN03101,CUST08448,BR036,Home,2025-10-12,458603.2,6.46,120,629,Rejected,0
LN02196,CUST08080,BR041,Personal,2026-04-27,69439.31,15.67,24,700,Closed,0
LN03066,CUST01137,BR002,Education,2024-12-18,192002.64,12.18,24,828,Approved,0
LN05523,CUST01191,BR032,Personal,2025-05-16,369136.98,8.66,12,849,Closed,0
LN05672,CUST08802,BR046,Vehicle,2026-03-03,308495.69,11.83,24,444,Approved,0
LN03740,CUST01813,BR010,Personal,2026-08-20,50378.17,9.48,24,759,Rejected,0
LN00237,CUST09208,BR020,Home,2025-05-17,456200.13,17.31,60,384,Closed,0
LN02925,CUST09655,BR036,Home,2026-05-25,287667.05,12.18,36,610,Defaulted,1
LN04450,CUST01504,BR012,Home,2026-01-18,439022.76,6.04,120,542,Defaulted,1
LN04025,CUST00249,BR034,Personal,2026-06-13,105644.97,17.37,120,558,Active,0
LN00159,CUST08901,BR006,Home,2025-12-06,360279.43,11.15,12,527,Rejected,0
LN05926,CUST06269,BR041,Education,2025-10-14,277615.75,11.4,36,679,Rejected,0
LN02503,CUST03648,BR026,Education,2025-07-24,348370.79,14.34,120,550,Defaulted,1
LN00070,CUST07869,BR018,Education,2026-06-14,464724.28,10.32,120,771,Rejected,0
LN00291,CUST07022,BR043,Personal,2025-03-01,458316.63,7.28,36,483,Rejected,0
LN03263,CUST08547,BR021,Personal,2025-01-03,224307.03,17.07,12,441,Defaulted,1
LN00024,CUST07849,BR009,Vehicle,2024-09-28,207456.67,12.18,120,363,Approved,0
LN02336,CUST01778,BR047,Personal,2024-10-07,181852.07,12.03,60,364,Closed,0
LN05852,CUST02895,BR008,Personal,2026-07-13,20707.17,16.4,60,498,Rejected,0
LN01059,CUST02713,BR011,Education,2025-10-05,204752.42,13.42,24,395,Approved,0
LN03902,CUST08676,BR034,Personal,2026-09-04,73915.33,6.96,24,707,Defaulted,1
LN03527,CUST06534,BR042,Personal,2025-10-03,355344.3,14.44,120,409,Closed,0
LN00898,CUST01619,BR005,Personal,2025-07-31,422682.94,9.98,120,424,Active,0
LN03687,CUST08319,BR043,Education,2025-06-29,496761.04,12.63,24,334,Approved,0
LN01780,CUST05757,BR033,Vehicle,2026-04-16,240511.8,14.55,60,366,Defaulted,1
LN00028,CUST09998,BR026,Home,2026-01-25,294404.9,8.86,120,769,Closed,0
LN03333,CUST08584,BR015,Vehicle,2026-02-15,445630.64,14.35,36,560,Approved,0
LN02374,CUST05433,BR029,Education,2025-06-01,253989.65,9.64,120,659,Active,0
LN04769,CUST01814,BR010,Home,2026-08-30,312250.8,11.86,120,860,Active,0
LN01794,CUST05238,BR027,Home,2024-09-18,480266.15,16.85,60,718,Active,0
LN04683,CUST01073,BR049,Home,2026-07-12,153828.7,16.1,24,426,Closed,0
LN03943,CUST04927,BR042,Personal,2026-01-19,262341.38,13.29,60,884,Defaulted,1
LN03744,CUST06124,BR046,Vehicle,2025-11-30,231121.22,15.28,24,421,Approved,0
LN02448,CUST07896,BR020,Education,2026-02-22,98125.59,7.84,60,418,Active,0
LN00545,CUST08924,BR027,Vehicle,2026-06-14,281166.01,8.43,120,578,Closed,0
LN03933,CUST01948,BR046,Home,2025-06-08,460174.64,7.47,60,589,Approved,0
LN05861,CUST07329,BR011,Education,2025-09-20,435237.92,9.44,60,583,Defaulted,1
LN04022,CUST06460,BR018,Education,2025-03-02,470206.74,17.81,24,353,Active,0
LN05224,CUST05209,BR014,Vehicle,2026-06-30,334624.24,8.34,120,763,Approved,0
LN05417,CUST08876,BR002,Education,2026-05-05,259787.14,17.59,12,573,Defaulted,1
LN04053,CUST09897,BR016,Vehicle,2024-11-21,159503.5,6.98,60,553,Defaulted,1
LN04394,CUST02985,BR048,Home,2025-04-25,398089.41,11.26,60,448,Closed,0
LN04904,CUST01907,BR003,Education,2026-06-27,343297.57,14.59,24,802,Closed,0
LN02463,CUST00671,BR036,Vehicle,2026-04-26,376404.99,8.51,60,441,Active,0
LN04734,CUST05737,BR044,Personal,2026-06-30,295929.48,7.58,120,726,Active,0
LN00830,CUST07561,BR003,Personal,2026-05-23,410261.64,6.75,36,899,Defaulted,1
LN04008,CUST05951,BR013,Home,2025-10-21,237713.76,14.78,24,740,Approved,0
LN02465,CUST01171,BR039,Personal,2025-02-04,19741.16,12.04,24,369,Rejected,0
LN00571,CUST04312,BR040,Home,2025-06-21,162484.3,12.9,36,363,Approved,0
LN00574,CUST03141,BR022,Home,2025-01-01,89191.87,15.09,24,467,Closed,0
LN04147,CUST09788,BR008,Education,2026-04-30,191848.65,10.28,24,846,Rejected,0
LN02124,CUST04517,BR020,Home,2025-06-07,342429.07,14.51,36,551,Defaulted,1
LN04023,CUST05167,BR025,Education,2025-04-28,406530.46,16.17,60,469,Active,0
LN02701,CUST05075,BR040,Personal,2025-06-08,493582.8,8.93,120,830,Defaulted,1
LN03606,CUST01567,BR005,Education,2024-12-19,447401.54,13.77,36,599,Approved,0
LN03937,CUST06901,BR007,Personal,2025-11-06,268340.13,14.98,24,319,Rejected,0
LN04106,CUST01837,BR018,Vehicle,2026-04-17,116444.4,6.55,60,354,Defaulted,1
LN03562,CUST05679,BR011,Home,2026-04-22,340023.1,7.93,120,409,Closed,0
LN02249,CUST03983,BR000,Vehicle,2026-08-23,325157.52,10.27,24,555,Rejected,0
LN05894,CUST08895,BR043,Home,2025-05-07,275140.43,8.88,120,575,Active,0
LN04494,CUST07737,BR038,Home,2025-07-09,177058.58,9.81,36,666,Defaulted,1
LN02263,CUST02160,BR004,Home,2025-05-06,338271.88,17.79,36,589,Approved,0
LN04914,CUST00244,BR010,Education,2025-07-09,197494.17,14.41,12,638,Approved,0
LN03568,CUST09944,BR006,Home,2026-05-12,45987.9,10.33,24,403,Approved,0
LN00758,CUST07687,BR013,Personal,2025-02-20,291339.38,8.62,24,490,Approved,0
LN00071,CUST06439,BR043,Home,2026-01-09,137952.3,6.76,60,752,Approved,0
LN00144,CUST05915,BR028,Personal,2025-09-30,35570.68,15.22,12,453,Rejected,0
LN02615,CUST04079,BR046,Personal,2024-09-22,259790.65,16.04,120,760,Active,0
LN02324,CUST05132,BR028,Education,2026-01-11,219433.41,7.96,60,406,Active,0
LN01056,CUST06320,BR048,Education,2026-02-03,130455.29,15.57,60,740,Closed,0
LN02059,CUST06721,BR035,Education,2025-11-18,423397.5,13.4,12,615,Approved,0
LN00099,CUST06184,BR011,Vehicle,2025-02-17,251787.7,8.24,12,404,Active,0
LN05508,CUST05753,BR032,Personal,2026-05-02,119258.96,9.03,120,336,Defaulted,1
LN03425,CUST06217,BR012,Personal,2025-01-22,183996.44,17.48,24,538,Active,0
LN02984,CUST00358,BR048,Vehicle,2026-06-27,319222.23,7.75,24,343,Rejected,0
LN05371,CUST09041,BR036,Home,2025-04-25,194973.88,10.21,60,879,Defaulted,1
LN05555,CUST08264,BR043,Vehicle,2024-09-09,383243.24,14.87,12,866,Rejected,0
LN02386,CUST08667,BR013,Education,2025-10-19,490989.22,8.76,12,353,Defaulted,1
LN02717,CUST08259,BR035,Vehicle,2024-10-27,169043.54,17.77,36,665,Closed,0
