account_id,customer_id,branch_id,account_type,account_open_date,initial_balance,account_status
ACC00311,CUST02979,BR013,Salary,2024-06-29,52787.76,Closed
ACC03669,CUST08738,BR043,Savings,2024-02-15,22453.76,Active
ACC10644,CUST03283,BR032,Salary,2024-09-22,85185.21,Dormant
ACC11595,CUST04554,BR039,Current,2026-03-14,35669.37,Dormant
ACC08624,CUST03607,BR035,Salary,2026-03-25,5077.92,Closed
ACC07507,CUST05981,BR037,Current,2025-04-28,86394.93,Closed
ACC11034,CUST00507,BR044,Salary,2026-07-04,84822.05,Active
ACC08587,CUST01979,BR009,Salary,2024-04-19,35410.24,Dormant
ACC00026,CUST08687,BR014,Salary,2025-06-21,67747.55,Active
ACC01546,CUST04642,BR049,Savings,2024-02-06,31388.08,Active
ACC03135,CUST01165,BR005,Salary,2026-04-26,24472.1,Closed
ACC10707,CUST06246,BR035,Salary,2024-04-04,14561.56,Dormant
ACC03348,CUST03655,BR027,Current,2025-07-20,9522.13,Closed
ACC06263,CUST02089,BR013,Salary,2025-02-21,87664.2,Closed
ACC00324,CUST08425,BR001,Salary,2025-12-12,21790.65,Active
ACC08501,CUST07501,BR045,Savings,2026-01-24,60500.31,Closed
ACC11500,CUST09677,BR022,Current,2025-04-28,23708.99,Active
ACC02287,CUST07479,BR037,Salary,2026-06-01,29923.06,Active
ACC01932,CUST06960,BR033,Salary,2024-02-15,86523.47,Dormant
ACC09982,CUST08619,BR030,Savings,2026-05-24,6101.97,Closed
ACC08649,CUST02864,BR046,Current,2023-11-14,41864.35,Active
ACC00643,CUST01141,BR006,Savings,2025-07-23,69759.62,Dormant
ACC10958,CUST06648,BR016,Current,2026-01-14,27157.0,Active
ACC03196,CUST00363,BR012,Current,2025-07-15,25201.23,Active
ACC09922,CUST05168,BR018,Salary,2025-03-12,70562.04,Active
ACC01016,CUST09617,BR017,Savings,2025-07-20,71040.62,Dormant
ACC01772,CUST07393,BR022,Salary,2025-08-11,56806.75,Closed
ACC09190,CUST03271,BR013,Savings,2026-01-06,48659.85,Dormant
ACC11609,CUST03111,BR008,Salary,2024-04-25,8995.73,Dormant
ACC10947,CUST07697,BR014,Current,2024-05-11,27050.55,Closed
ACC00371,CUST08970,BR016,Current,2024-08-05,60783.75,Dormant
ACC10237,CUST08018,BR048,Salary,2025-05-15,80131.7,Active
ACC02532,CUST01940,BR026,Savings,2024-11-29,59011.58,Closed
ACC02745,CUST99999,BR002,Current,2024-10-08,19614.07,Closed
ACC08807,CUST03707,BR000,Savings,2024-02-10,4734.0,Active
ACC08741,CUST02743,BR033,Current,2024-08-24,69688.85,Dormant
ACC08943,CUST05249,BR006,Salary,2025-10-06,84981.15,Active
ACC03022,CUST01497,BR000,Current,2026-07-22,90346.48,Closed
ACC06068,CUST04198,BR017,Current,2025-08-03,93734.42,Closed
ACC03107,CUST06165,BR048,Current,2025-02-27,29480.47,Active
ACC03040,CUST08573,BR006,Current,2025-08-22,39279.87,Dormant
ACC08934,CUST09282,BR047,Current,2026-03-10,85719.53,Dormant
ACC11629,CUST00831,BR023,Salary,2026-09-06,74975.04,Dormant
ACC11865,CUST09123,BR042,Current,2025-12-19,24923.59,Active
ACC06558,CUST02817,BR018,Savings,2023-11-06,9809.11,Active
ACC04485,CUST09967,BR046,Current,2023-12-05,31660.25,Closed
ACC11328,CUST07593,BR020,Salary,2026-04-01,47478.41,Dormant
ACC08784,CUST01783,BR030,Savings,2026-03-19,45210.3,Active
ACC11979,CUST04981,BR037,Salary,2026-05-21,75618.59,Closed
ACC04415,CUST04640,BR015,Savings,2026-03-09,66401.89,Dormant
ACC04690,CUST04705,BR006,Current,2024-06-09,37024.5,Active
ACC00874,CUST07270,BR000,Savings,2024-10-03,46597.1,Closed
ACC00567,CUST04386,BR049,Current,2024-08-05,17198.3,Closed
ACC00592,CUST06548,BR032,Salary,2025-08-16,93625.41,Dormant
ACC08069,CUST09460,BR028,Savings,2025-01-27,17585.6,Dormant
ACC00339,CUST04669,BR044,Current,2026-02-24,67142.7,Active
ACC08042,CUST09050,BR043,Current,2026-07-16,54277.8,Active
ACC10424,CUST01021,BR040,Savings,2025-11-24,81227.95,Active
ACC05456,CUST00761,BR030,Savings,2025-08-28,62668.64,Closed
ACC05144,CUST07332,BR044,Current,2024-10-02,78923.81,Closed
ACC03663,CUST06355,BR018,Current,2024-04-01,57972.29,Closed
ACC11033,CUST00995,BR032,Current,2026-05-31,46507.44,Dormant
ACC10674,CUST08953,BR005,Savings,2025-11-23,92901.24,Closed
ACC10985,CUST01135,BR034,Salary,2023-09-25,83123.52,Closed
ACC09147,CUST06439,BR047,Savings,2026-01-14,67715.6,Closed
ACC00729,CUST01052,BR011,Current,2023-11-28,42152.19,Active
ACC08194,CUST07135,BR001,Salary,2025-08-30,82522.25,Active
ACC02828,CUST08966,BR020,Current,2025-10-30,45974.22,Dormant
ACC01267,CUST07473,BR003,Salary,2024-10-01,97371.17,Active
ACC00176,CUST05016,BR023,Salary,2024-05-16,78163.6,Closed
ACC11488,CUST08387,BR007,Savings,2024-09-05,50410.9,Active
ACC09631,CUST08538,BR037,Savings,2024-09-18,53275.61,Closed
ACC01176,CUST06612,BR049,Savings,2025-07-23,85212.03,Dormant
ACC02088,CUST00189,BR013,Current,2024-06-25,42682.34,Closed
ACC09652,CUST01279,BR000,Salary,2026-03-06,29840.84,Active
ACC02833,CUST00950,BR009,Salary,2026-02-22,38851.87,Dormant
ACC07197,CUST01579,BR008,Savings,2025-02-05,15329.47,Active
ACC04419,CUST03075,BR011,Salary,2025-06-13,49542.61,Closed
ACC03533,CUST09469,BR022,Current,2025-12-13,38069.32,Dormant
ACC07503,CUST03558,BR035,Current,2025-09-15,38305.46,Active
ACC09152,CUST03782,BR023,Savings,2025-03-25,3207.23,Active
ACC11292,CUST06157,BR044,Salary,2025-04-28,8627.37,Closed
ACC11240,CUST08165,BR023,Savings,2025-07-25,46261.97,Dormant
ACC08473,CUST01967,BR021,Savings,2025-09-15,80370.05,Closed
ACC10676,CUST09187,BR014,Salary,2024-06-13,91350.45,Active
ACC10967,CUST08287,BR015,Current,2024-05-22,9222.29,Closed
ACC04344,CUST00847,BR038,Salary,2025-07-23,48759.56,Closed
ACC00394,CUST99999,BR023,Savings,2024-04-04,11514.21,Closed
ACC04278,CUST04350,BR021,Salary,2023-10-27,58400.56,Closed
ACC09044,CUST04425,BR006,Salary,2026-03-30,91523.46,Dormant
ACC01226,CUST05022,BR042,Savings,2025-04-13,43214.25,Dormant
ACC01860,CUST08341,BR025,Salary,2024-02-01,42360.25,Active
ACC10536,CUST00618,BR036,Savings,2024-07-08,62285.78,Closed
ACC03939,CUST03824,BR034,Savings,2024-01-18,49055.04,Dormant
ACC02927,CUST06356,BR032,Savings,2025-04-22,89567.46,Closed
ACC10232,CUST00666,BR011,Current,2025-12-16,94043.51,Closed
ACC04616,CUST08769,BR006,Savings,2025-05-29,33413.39,Closed
ACC11977,CUST06308,BR024,Savings,2025-01-06,57292.03,Dormant
ACC07287,CUST06340,BR033,Salary,2024-04-27,22474.56,Dormant
ACC03116,CUST05766,BR035,Current,2026-03-22,62203.65,Closed
ACC02783,CUST08532,BR037,Salary,2025-12-08,39778.72,Active
ACC08540,CUST05370,BR008,Salary,2025-11-13,78049.59,Closed
ACC08801,CUST05361,BR002,Salary,2025-10-08,37949.3,Dormant
ACC00694,CUST09794,BR042,Savings,2026-07-30,39630.73,Active
ACC05950,CUST99999,BR045,Salary,2023-12-02,22542.53,Active
ACC04089,CUST05380,BR024,Salary,2025-09-30,63406.56,Active
ACC08606,CUST05644,BR000,Savings,2025-12-03,34951.37,Closed
ACC02501,CUST00790,BR029,Savings,2024-06-04,70625.28,Dormant
ACC02511,CUST01579,BR042,Savings,2024-10-23,82668.78,Dormant
ACC08980,CUST05426,BR019,Salary,2025-12-11,17082.16,Dormant
ACC02149,CUST05843,BR024,Salary,2024-05-04,82078.99,Closed
ACC01983,CUST01641,BR000,Savings,2024-02-28,45809.09,Active
ACC09208,CUST02070,BR020,Savings,2025-01-08,85198.1,Closed
ACC06427,CUST08833,BR010,Savings,2025-11-29,86665.1,Dormant
ACC02334,CUST05109,BR036,Salary,2024-10-28,13232.17,Dormant
ACC05939,CUST09768,BR038,Current,2025-10-12,8243.45,Dormant
ACC02354,CUST04506,BR009,Current,2025-10-22,5351.43,Closed
ACC06293,CUST02186,BR000,Savings,2024-02-01,31640.21,Dormant
ACC02494,CUST01695,BR001,Savings,2026-01-27,6280.62,Closed
ACC11989,CUST05403,BR000,Salary,2026-01-16,58634.2,Active
ACC05764,CUST05545,BR014,Savings,2025-05-23,75331.24,Closed
ACC01299,CUST09710,BR036,Current,2026-04-30,60647.61,Closed
ACC03664,CUST02471,BR020,Salary,2025-09-20,36417.66,Dormant
ACC03282,CUST05278,BR014,Salary,2026-08-18,67184.36,Active
ACC03895,CUST99999,BR021,Current,2024-12-04,18617.05,Closed
ACC04512,CUST05195,BR035,Savings,2026-05-23,26462.18,Dormant
ACC04601,CUST03151,BR016,Salary,2025-11-20,45874.92,Closed
ACC05912,CUST01971,BR039,Current,2024-06-30,16306.32,Dormant
ACC08507,CUST04495,BR017,Salary,2024-10-21,32707.79,Active
ACC06031,CUST03136,BR036,Savings,2024-02-09,1443.59,Active
ACC10235,CUST03172,BR018,Current,2024-12-19,22972.87,Active
ACC07804,CUST07128,BR021,Current,2025-07-25,99378.34,Active
ACC03962,CUST02281,BR010,Current,2024-11-04,23743.18,Dormant
ACC01815,CUST02439,BR024,Savings,2024-11-21,70787.66,Dormant
ACC11211,CUST02108,BR044,Current,2026-01-08,42724.9,Closed
ACC10280,CUST00700,BR048,Salary,2024-01-13,84677.74,Dormant
ACC04684,CUST05091,BR026,Savings,2025-01-12,7894.43,Closed
ACC11427,CUST00434,BR036,Salary,2023-11-13,19159.35,Dormant
ACC05733,CUST09474,BR005,Savings,2025-03-30,47887.29,Closed
ACC07868,CUST09703,BR034,Salary,2026-08-25,33842.42,Dormant
ACC07901,CUST03698,BR023,Savings,2024-03-10,43199.19,Active
ACC03234,CUST07153,BR024,Savings,2025-05-19,9094.25,Active
ACC09733,CUST09370,BR028,Savings,2024-06-04,61358.41,Dormant
ACC11692,CUST04203,BR004,Salary,2024-05-27,39500.69,Active
ACC07911,CUST09862,BR020,Savings,2024-09-04,17663.66,Active
ACC06226,CUST08541,BR012,Savings,2025-12-13,98894.31,Active
ACC10189,CUST09094,BR036,Current,2026-01-17,8348.49,Active
ACC06728,CUST00427,BR031,Savings,2024-10-09,37486.44,Dormant
ACC06946,CUST06529,BR017,Salary,2023-12-02,15787.76,Closed
ACC10735,CUST06053,BR020,Savings,2026-06-07,10266.4,Active
ACC06502,CUST07074,BR038,Current,2024-02-17,18274.88,Dormant
ACC02441,CUST07265,BR026,Salary,2026-01-30,2421.72,Active
ACC00133,CUST06288,BR029,Salary,2023-11-21,60795.63,Dormant
ACC09564,CUST00676,BR046,Salary,2026-07-02,80887.91,Closed
ACC01832,CUST07871,BR042,Current,2024-10-04,85863.0,Dormant
ACC05972,CUST03390,BR043,Salary,2025-04-20,21743.57,Closed
ACC03914,CUST02695,BR020,Salary,2026-05-23,61540.03,Active
ACC02690,CUST04534,BR028,Salary,2025-08-15,64295.69,Dormant
ACC10022,CUST00361,BR014,Salary,2024-12-23,36485.82,Dormant
ACC06020,CUST00231,BR014,Salary,2026-05-15,20526.67,Closed
ACC06741,CUST02126,BR049,Current,2025-05-04,19348.3,Active
ACC05054,CUST01538,BR048,Salary,2025-08-19,52157.19,Closed
ACC11523,CUST09546,BR025,Current,2024-09-21,45307.3,Active
ACC02933,CUST04256,BR042,Savings,2024-10-19,12636.46,Closed
ACC02393,CUST03032,BR045,Current,2024-01-01,2450.56,Dormant
ACC05795,CUST07345,BR020,Savings,2023-12-07,33807.1,Closed
ACC05680,CUST03287,BR006,Savings,2026-06-13,72738.43,Active
ACC05505,CUST05310,BR008,Current,2023-09-25,91274.01,Active
ACC00506,CUST04229,BR006,Savings,2025-01-08,17756.32,Active
ACC07750,CUST00260,BR037,Salary,2024-03-16,51126.87,Active
ACC06340,CUST03338,BR013,Savings,2024-05-10,22747.35,Closed
ACC02368,CUST07924,BR021,Salary,2024-11-19,43660.45,Dormant
ACC05476,CUST01556,BR045,Salary,2025-11-04,88147.23,Dormant
ACC10702,CUST08301,BR025,Salary,2024-05-10,21841.15,Closed
ACC03543,CUST02426,BR043,Savings,2024-10-28,6044.16,Active
ACC04078,CUST04786,BR042,Salary,2024-07-14,48195.88,Dormant
ACC03629,CUST06190,BR001,Current,2024-10-01,92000.88,Active
ACC08791,CUST08424,BR010,Current,2026-04-02,38962.54,Active
ACC10291,CUST01479,BR039,Savings,2025-04-15,72059.34,Active
ACC09373,CUST06096,BR016,Salary,2024-04-30,48221.74,Active
ACC06271,CUST04202,BR021,Current,2025-02-03,49585.74,Dormant
ACC00922,CUST06699,BR005,Savings,2024-03-04,3277.03,Closed
ACC01447,CUST07328,BR000,Salary,2024-04-20,14698.69,Active
ACC03986,CUST07972,BR021,Current,2024-05-10,15772.11,Active
ACC01354,CUST08404,BR031,Savings,2026-03-05,14587.34,Closed
ACC08417,CUST08679,BR025,Current,2023-12-03,63004.88,Closed
ACC06399,CUST04048,BR027,Savings,2026-05-27,46360.18,Closed
ACC06604,CUST01959,BR019,Savings,2023-12-02,73828.07,Active
ACC02635,CUST09488,BR002,Current,2024-07-05,82373.47,Closed
ACC00035,CUST99999,BR048,Savings,2025-02-18,41761.05,Dormant
ACC07258,CUST07764,BR005,Salary,2023-09-15,53567.27,Active
ACC04821,CUST02877,BR045,Current,2025-11-29,39093.29,Dormant
ACC07667,CUST04584,BR016,Salary,2024-10-23,46551.14,Dormant
ACC00848,CUST08006,BR037,Current,2026-06-08,510.97,Closed
ACC04152,CUST08399,BR004,Salary,2023-09-10,56680.3,Dormant
ACC01363,CUST01258,BR001,Savings,2026-04-28,3229.16,Closed
ACC02903,CUST03791,BR000,Savings,2024-06-27,23013.1,Dormant
ACC04772,CUST02200,BR021,Savings,2026-05-04,92611.03,Active
ACC01109,CUST01961,BR028,Current,2024-03-09,81175.58,Active
ACC04047,CUST02435,BR005,Salary,2025-05-14,69049.1,Dormant
ACC02317,CUST06860,BR037,Current,2024-07-21,19730.29,Active
ACC08930,CUST03320,BR017,Current,2024-10-27,36001.77,Dormant
ACC10153,CUST06328,BR014,Savings,2024-04-17,26977.36,Active
ACC11704,CUST03436,BR004,Current,2025-07-13,38374.28,Dormant
ACC08273,CUST01038,BR024,Salary,2026-08-20,56916.47,Active
ACC03853,CUST01698,BR000,Savings,2023-11-16,45193.05,Active
ACC10583,CUST06964,BR042,Salary,2025-03-17,56135.57,Dormant
ACC02164,CUST99999,BR026,Savings,2024-09-30,70036.49,Dormant
ACC11074,CUST07035,BR009,Current,2024-06-29,54138.31,Active
ACC08021,CUST08527,BR018,Current,2025-12-10,27193.68,Dormant
ACC01133,CUST03930,BR019,Salary,2025-11-05,70535.42,Active
ACC04804,CUST01924,BR037,Savings,2026-05-03,63123.28,Active
ACC05353,CUST07694,BR000,Salary,2025-07-19,5532.58,Closed
ACC10052,CUST09149,BR001,Savings,2024-04-02,8747.4,Active
ACC09663,CUST00118,BR009,Current,2025-07-10,29485.68,Active
ACC05547,CUST01791,BR047,Savings,2024-10-22,56099.19,Active
ACC10895,CUST04520,BR035,Salary,2024-05-12,73097.87,Active
ACC10333,CUST06690,BR044,Salary,2024-05-30,48628.83,Dormant
ACC09573,CUST07496,BR031,Current,2024-12-14,94085.85,Closed
ACC04671,CUST00302,BR007,Savings,2025-04-23,93936.24,Closed
ACC05463,CUST05234,BR036,Salary,2024-06-08,19220.4,Active
ACC03677,CUST00876,BR037,Salary,2026-06-01,81037.54,Closed
ACC00160,CUST02268,BR017,Savings,2024-05-11,7435.62,Closed
ACC04579,CUST08277,BR024,Salary,2025-04-12,49604.86,Active
ACC09721,CUST03534,BR040,Savings,2026-06-18,98642.64,Closed
ACC03517,CUST08514,BR035,Salary,2024-09-11,4113.32,Dormant
ACC02136,CUST06104,BR001,Savings,2026-07-28,70723.79,Closed
ACC11992,CUST02849,BR034,Savings,2025-06-28,77388.83,Dormant
ACC06710,CUST06188,BR027,Savings,2024-08-03,48403.21,Closed
ACC04149,CUST05301,BR006,Savings,2023-10-09,22794.67,Active
ACC04683,CUST05185,BR015,Salary,2024-04-18,27080.32,Dormant
ACC02790,CUST02897,BR006,Salary,2026-07-21,34258.64,Closed
ACC09017,CUST02170,BR017,Current,2026-04-20,23205.71,Active
ACC05132,CUST09031,BR042,Salary,2024-02-21,17130.27,Dormant
ACC11983,CUST00512,BR025,Salary,2024-02-01,89747.34,Closed
ACC07856,CUST00820,BR026,Savings,2024-01-11,61682.22,Active
ACC11540,CUST05336,BR032,Savings,2026-07-16,24152.21,Active
ACC01615,CUST07816,BR023,Current,2025-06-22,58177.06,Dormant
ACC01658,CUST07043,BR036,Savings,2026-03-28,25496.94,Closed
ACC02223,CUST08196,BR036,Current,2025-05-19,24070.72,Active
ACC11902,CUST00796,BR025,Salary,2025-02-08,58274.28,Dormant
ACC09556,CUST05666,BR020,Current,2024-10-06,47047.26,Dormant
ACC01605,CUST03251,BR012,Salary,2026-06-26,9627.88,Closed
ACC00261,CUST01266,BR011,Salary,2023-12-02,94442.71,Active
ACC08121,CUST06284,BR027,Savings,2024-05-09,99396.09,Dormant
ACC07042,CUST01136,BR047,Savings,2023-11-23,88935.03,Closed
ACC03953,CUST04420,BR029,Savings,2024-09-10,15264.34,Active
ACC05508,CUST04922,BR005,Current,2026-04-19,25589.18,Closed
ACC10666,CUST01478,BR007,Salary,2023-12-18,27510.62,Dormant
ACC11605,CUST04639,BR041,Savings,2024-08-14,7250.53,Closed
ACC06402,CUST07279,BR004,Savings,2024-06-23,9124.32,Closed
ACC01064,CUST08217,BR014,Current,2025-08-15,30043.27,Dormant
ACC08794,CUST07742,BR024,Savings,2025-11-11,38021.56,Dormant
ACC04084,CUST05921,BR035,Current,2023-10-09,8313.51,Dormant
ACC01731,CUST99999,BR024,Current,2024-04-25,91007.64,Active
ACC05188,CUST09411,BR040,Salary,2026-04-03,53233.95,Active
ACC04143,CUST07448,BR029,Savings,2023-11-06,49523.21,Active
ACC04558,CUST06034,BR031,Salary,2026-04-11,60316.51,Dormant
ACC09415,CUST05667,BR033,Savings,2023-09-15,93439.07,Dormant
ACC02370,CUST07143,BR006,Salary,2026-03-25,21661.3,Dormant
ACC05074,CUST06831,BR001,Savings,2025-05-02,54250.8,Dormant
ACC11749,CUST01459,BR017,Salary,2024-02-02,67756.67,Active
ACC06872,CUST06893,BR020,Savings,2025-09-18,62874.65,Dormant
ACC06781,CUST06467,BR029,Current,2024-12-21,99845.4,Active
ACC05204,CUST02982,BR010,Savings,2026-01-20,38010.38,Dormant
ACC08792,CUST06811,BR031,Savings,2025-05-29,-71376.16,Dormant
ACC06447,CUST02449,BR010,Current,2026-09-02,37567.59,Active
ACC04482,CUST01826,BR046,Salary,2025-09-30,41396.93,Closed
ACC10797,CUST06210,BR007,Current,2025-06-18,56122.52,Closed
ACC04016,CUST09813,BR020,Salary,2024-03-15,13443.12,Active
ACC05653,CUST03814,BR022,Current,2024-04-01,26528.16,Active
ACC08767,CUST03874,BR046,Salary,2026-08-23,73518.56,Active
ACC04235,CUST09468,BR039,Savings,2025-03-06,45837.09,Active
ACC11645,CUST07628,BR026,Salary,2026-01-07,54688.91,Active
ACC00404,CUST04669,BR001,Current,2025-02-22,33310.43,Closed
ACC04699,CUST07555,BR022,Savings,2026-02-20,38911.75,Closed
ACC10667,CUST09029,BR035,Savings,2024-05-26,33894.67,Closed
ACC01746,CUST03533,BR046,Savings,2026-01-31,34115.14,Dormant
ACC00273,CUST06424,BR005,Savings,2025-12-20,44492.01,Active
ACC00330,CUST07583,BR022,Salary,2023-12-24,45500.14,Active
ACC09115,CUST07682,BR016,Current,2025-07-22,2178.37,Dormant
ACC04065,CUST06662,BR006,Current,2024-09-24,35446.93,Dormant
ACC04840,CUST06052,BR002,Salary,2024-02-27,63995.38,Active
ACC08059,CUST06029,BR035,Current,2024-05-11,67325.67,Dormant
ACC01834,CUST05423,BR049,Salary,2026-04-02,38155.91,Closed
ACC07193,CUST06778,BR032,Current,2023-10-08,17118.0,Active
ACC09915,CUST00241,BR030,Salary,2025-11-01,8455.29,Active
ACC06175,CUST05869,BR024,Salary,2025-07-26,31128.87,Dormant
ACC02880,CUST06113,BR012,Salary,2026-01-21,2803.06,Active
ACC03251,CUST03076,BR017,Current,2026-01-03,11599.73,Dormant
ACC09463,CUST03466,BR045,Savings,2026-01-05,89590.47,Active
ACC05999,CUST04201,BR035,Current,2024-06-14,56229.25,Closed
ACC01120,CUST00114,BR032,Salary,2024-09-21,93584.37,Closed
ACC04434,CUST00418,BR048,Salary,2025-04-26,99179.69,Dormant
ACC07721,CUST04414,BR008,Savings,2024-06-14,11509.26,Dormant
ACC02667,CUST00719,BR035,Salary,2024-09-10,30137.52,Dormant
ACC11776,CUST03360,BR000,Current,2025-12-24,56867.45,Closed
ACC00773,CUST07385,BR040,Current,2024-02-14,60957.55,Closed
ACC07593,CUST04493,BR003,Savings,2025-11-13,78897.88,Dormant
ACC00812,CUST09098,BR012,Salary,2024-09-24,28624.16,Active
ACC05667,CUST09856,BR019,Current,2026-03-28,94783.9,Dormant
ACC00416,CUST09091,BR012,Current,2024-11-11,26872.9,Closed
ACC05971,CUST09047,BR005,Salary,2024-08-01,96084.05,Active
ACC02509,CUST08662,BR026,Savings,2026-06-04,20512.94,Dormant
ACC03302,CUST04174,BR019,Savings,2026-06-07,9118.71,Closed
ACC07860,CUST03021,BR003,Salary,2024-07-20,86468.86,Closed
ACC11001,CUST07292,BR035,Current,2025-09-09,86623.56,Closed
ACC01614,CUST08977,BR002,Current,2025-04-15,16277.24,Dormant
ACC08551,CUST01586,BR015,Current,2024-04-06,73787.05,Closed
ACC01110,CUST09778,BR020,Salary,2026-06-11,7365.98,Active
ACC10747,CUST00889,BR037,Salary,2024-02-08,61344.64,Dormant
ACC04224,CUST09908,BR000,Salary,2024-01-24,55389.41,Closed
ACC10203,CUST06418,BR032,Salary,2024-05-27,83823.05,Closed
ACC07990,CUST09209,BR042,Salary,2025-06-16,19074.06,Dormant
ACC05487,CUST01794,BR043,Savings,2025-12-31,43348.89,Active
ACC11597,CUST02436,BR023,Salary,2024-02-21,77652.4,Dormant
ACC06947,CUST00095,BR029,Salary,2026-08-15,98993.32,Active
ACC11731,CUST99999,BR007,Salary,2025-04-01,1081.07,Active
ACC11559,CUST08546,BR007,Savings,2026-06-02,35393.31,Closed
ACC01710,CUST06122,BR004,Savings,2025-07-16,39272.0,Dormant
ACC05237,CUST05782,BR017,Current,2025-12-30,59184.4,Dormant
ACC07137,CUST01370,BR024,Savings,2026-04-21,45397.55,Dormant
ACC05852,CUST05065,BR016,Savings,2025-11-03,2997.19,Closed
ACC11512,CUST02950,BR009,Current,2024-12-20,23626.79,Dormant
ACC07525,CUST01346,BR043,Salary,2024-04-09,75454.02,Dormant
ACC07062,CUST01125,BR031,Salary,2026-07-19,1939.62,Closed
ACC08729,CUST06636,BR034,Savings,2023-11-11,82070.33,Active
ACC05542,CUST03480,BR018,Savings,2024-02-16,76833.52,Active
ACC01787,CUST04980,BR010,Savings,2023-11-11,8169.66,Dormant
ACC07888,CUST02459,BR042,Current,2025-12-26,74685.61,Dormant
ACC10518,CUST03705,BR033,Salary,2024-12-31,1710.06,Active
ACC06424,CUST06697,BR008,Current,2025-01-21,94848.72,Active
ACC00516,CUST07760,BR000,Savings,2025-07-17,23438.24,Dormant
ACC03867,CUST08179,BR023,Savings,2025-01-20,68980.89,Closed
ACC00554,CUST05974,BR033,Savings,2023-09-09,37635.86,Dormant
ACC02995,CUST05679,BR005,Salary,2023-09-23,13671.11,Closed
ACC10949,CUST02713,BR042,Current,2026-05-11,75532.27,Closed
ACC07374,CUST00871,BR015,Savings,2025-09-21,71795.59,Dormant
ACC01786,CUST05345,BR031,Salary,2026-01-17,62499.51,Dormant
ACC05259,CUST09295,BR000,Savings,2025-08-01,72108.47,Closed
ACC02243,CUST00408,BR041,Current,2024-06-17,18035.17,Closed
ACC05724,CUST07840,BR046,Savings,2024-05-06,9999.0,Active
ACC06998,CUST03595,BR016,Salary,2024-05-17,51635.22,Active
ACC11055,CUST04768,BR000,Current,2023-10-01,98201.06,Active
ACC08449,CUST08860,BR036,Salary,2025-04-10,48224.97,Active
ACC11726,CUST03407,BR043,Savings,2025-04-24,63898.42,Active
ACC07283,CUST09359,BR026,Savings,2025-07-25,83550.08,Closed
ACC02630,CUST02088,BR002,Savings,2023-09-30,59558.23,Active
ACC03155,CUST05178,BR037,Savings,2024-02-14,43103.81,Active
ACC03269,CUST01803,BR043,Savings,2024-10-05,71781.79,Closed
ACC04922,CUST06945,BR034,Current,2025-01-09,76077.43,Closed
ACC06276,CUST06681,BR002,Current,2025-05-10,1430.59,Dormant
ACC06050,CUST05233,BR048,Current,2025-06-09,49852.14,Dormant
ACC06855,CUST08371,BR000,Savings,2024-06-21,31174.2,Dormant
ACC00224,CUST00917,BR038,Savings,2026-03-10,56386.46,Active
ACC05907,CUST03646,BR034,Salary,2024-08-13,83514.91,Closed
ACC00685,CUST02302,BR042,Salary,2025-10-06,76762.3,Dormant
ACC08831,CUST09063,BR037,Salary,2025-10-21,38065.99,Dormant
ACC07352,CUST07531,BR047,Salary,2026-06-06,66438.5,Dormant
ACC10411,CUST00307,BR044,Current,2025-07-11,3285.78,Dormant
ACC11192,CUST07580,BR005,Current,2025-04-23,62323.26,Closed
ACC03513,CUST06080,BR026,Current,2025-03-03,30608.6,Closed
ACC08235,CUST01920,BR016,Current,2026-01-27,84495.76,Dormant
ACC11433,CUST09000,BR023,Current,2026-04-02,25427.21,Active
ACC10467,CUST01562,BR022,Savings,2025-08-13,39780.59,Dormant
ACC04147,CUST00107,BR009,Salary,2026-03-31,63718.5,Dormant
ACC04887,CUST08534,BR027,Salary,2025-04-30,76772.06,Closed
ACC02359,CUST04994,BR036,Current,2025-05-11,41438.56,Active
ACC06666,CUST07152,BR033,Salary,2024-03-01,78429.73,Dormant
ACC09569,CUST07055,BR032,Current,2023-11-18,9157.67,Closed
ACC11836,CUST07962,BR005,Current,2024-06-27,10865.79,Active
ACC10487,CUST07590,BR044,Salary,2023-12-22,61835.43,Dormant
ACC09953,CUST06641,BR016,Current,2025-11-19,71969.61,Closed
ACC00432,CUST01757,BR011,Current,2024-04-27,72428.56,Dormant
ACC11238,CUST04171,BR016,Salary,2024-05-26,51316.47,Dormant
ACC03974,CUST00898,BR042,Salary,2025-01-08,84765.35,Closed
ACC05957,CUST03281,BR026,Savings,2025-03-01,80620.61,Dormant
ACC03521,CUST06991,BR000,Current,2025-03-06,39869.62,Closed
ACC03131,CUST09466,BR043,Current,2026-03-07,28075.71,Dormant
ACC03185,CUST09872,BR031,Salary,2026-08-08,40170.1,Active
ACC10091,CUST05883,BR030,Savings,2025-12-28,2075.15,Active
ACC11340,CUST03910,BR016,Current,2025-11-22,81423.69,Closed
ACC00234,CUST06304,BR000,Current,2023-12-22,36850.69,Closed
ACC05174,CUST06869,BR044,Salary,2026-01-13,64408.66,Closed
ACC10239,CUST09971,BR015,Salary,2024-03-18,91701.71,Dormant
ACC11751,CUST05736,BR018,Current,2024-06-16,92984.32,Dormant
ACC02617,CUST09840,BR040,Current,2025-10-15,82158.46,Active
ACC01788,CUST01969,BR043,Savings,2025-08-07,4967.58,Active
ACC10833,CUST02050,BR004,Salary,2026-02-16,55310.87,Closed
ACC01471,CUST04528,BR005,Salary,2025-08-05,14756.67,Closed
ACC07639,CUST04507,BR013,Savings,2025-08-02,16513.76,Dormant
